star_name,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,eirp_5sigma_W,rms_mJy,star_snr,ctrl_max_snr,n_ctrl_ge_star,n_ctrl,p_star_empirical,drift_max_Hz_s,on_source_s,resolution_class,nearest_line,line_offset_MHz,flagged_symmetric
HD14055,6,A002_Xd09670_X23c5,35.74,244.2474,245.98178,15625000.0,1750000000.0,4.732e+15,0.3963,3.15,4.056,81,512,0.15984,2941.4,1554.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-47.974,0
HD14055,6,A002_Xd09670_X23c5,35.74,228.08502,226.35992,488281.25,1725585937.5,7.899e+14,2.117,3.992,5.562,460,512,0.89864,2726.7,1300.3,fine (<1 MHz),CO(2-1),-3004.74,0
HD14055,6,A002_Xd09670_X23c5,35.74,230.97624,229.25115,488281.25,1725585937.5,7.848e+14,2.103,4.377,5.431,204,512,0.39961,2761.4,1300.3,fine (<1 MHz),CO(2-1),86.194,0
HD14055,7,A002_X1001fdc_X2085,35.74,332.22492,330.38459,488281.25,1840820312.5,7.503e+15,20.11,5.061,5.842,48,512,0.095517,3975.7,2993.8,fine (<1 MHz),CO(3-2),-15349.403,0
HD14055,7,A002_X1001fdc_X2085,35.74,334.11039,332.28227,15625000.0,1843750000.0,3.513e+16,2.942,2.996,4.172,189,512,0.37037,3998.4,2993.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11904.356,0
HD14055,7,A002_X1001fdc_X2085,35.74,342.33211,344.16023,15625000.0,1843750000.0,3.412e+16,2.858,3.053,4.572,164,512,0.32164,4119.0,2993.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-3026.395,0
HD14055,7,A002_X1001fdc_X2085,35.74,344.21758,346.05791,488281.25,1840820312.5,7.04e+15,18.87,5.217,5.741,35,512,0.070175,4141.7,2993.8,fine (<1 MHz),CO(3-2),-561.328,0
HD 48370,6,A002_Xc26103_X155a,35.952,230.50044,230.96053,122070.3125,460205078.125,2.86e+15,30.3,27.103,26.826,0,512,0.0019493,2768.8,1874.9,fine (<1 MHz),CO(2-1),-26.326,1
HD 48370,6,A002_Xc26103_X155a,35.952,232.62025,234.35463,15625000.0,1750000000.0,2.781e+16,2.302,2.715,4.399,204,512,0.39961,2801.8,1874.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),2629.128,0
HD 48370,6,A002_Xc26103_X155a,35.952,217.85552,216.12114,15625000.0,1750000000.0,2.724e+16,2.254,3.1,4.202,51,512,0.10136,2603.9,1874.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-452.61,0
HD 48370,6,A002_Xc26103_X155a,35.952,220.40036,218.56003,488281.25,1840820312.5,4.922e+15,13.04,4.616,20.369,236,512,0.46199,2633.8,1874.9,fine (<1 MHz),13CO(2-1),-359.969,0
HD 48370,8,A002_Xe64b7b_X1704c,35.952,491.65708,492.57749,488281.25,920898437.5,6.814e+16,180.5,5.051,6.226,58,512,0.11501,5905.4,2600.6,fine (<1 MHz),CO(4-3),30908.074,0
HD 48370,8,A002_Xe64b7b_X1704c,35.952,493.24424,495.07237,15625000.0,1843750000.0,2.788e+17,23.07,2.855,4.406,247,512,0.48343,5929.9,2600.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(4-3),33796.99,0
HD 48370,8,A002_Xe64b7b_X1704c,35.952,481.05674,479.25987,15625000.0,1812500000.0,2.21e+17,18.29,2.808,4.673,305,512,0.59649,5761.9,2600.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(4-3),19671.994,0
HD 48370,8,A002_Xe64b7b_X1704c,35.952,483.01474,481.21787,15625000.0,1812500000.0,2.271e+17,18.8,2.171,4.593,493,512,0.96296,5785.4,2600.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(4-3),21942.494,0
HD 89452,6,A002_X1263402_X816f,36.227,233.90126,232.07313,15625000.0,1843750000.0,2.417e+16,1.97,3.619,4.464,29,512,0.05848,2795.8,3550.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),1910.133,0
HD 89452,6,A002_X1263402_X816f,36.227,244.07313,245.90126,15625000.0,1843750000.0,2.517e+16,2.052,2.777,4.437,240,512,0.46979,2939.8,3550.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-581.617,0
HD 89452,6,A002_X1263402_X816f,36.227,246.07313,247.90126,15625000.0,1843750000.0,2.771e+16,2.259,2.6,5.184,359,512,0.70175,2963.8,3550.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),1762.133,0
HD 89452,6,A002_X1263402_X816f,36.227,231.39199,229.6664,976562.5,1726562500.0,8.539e+15,11.14,4.792,6.013,42,512,0.083821,2766.4,2872.8,fine (<1 MHz),CO(2-1),-300.308,0
HD61005,6,A002_X74fea5_Xd70,36.451,230.10872,230.97127,244140.625,862792968.75,7.603e+14,3.918,4.349,6.008,463,512,0.90448,2766.5,2419.2,fine (<1 MHz),CO(2-1),-14.727,0
HD61005,6,A002_X74fea5_Xd70,36.451,227.127,228.86137,15625000.0,1750000000.0,5.428e+15,0.437,3.655,4.391,17,512,0.035088,2735.9,2419.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-2473.501,0
HD61005,6,A002_X74fea5_Xd70,36.451,215.86171,214.12733,15625000.0,1750000000.0,5.206e+15,0.4192,2.027,4.668,463,512,0.90448,2579.9,2419.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-2712.044,0
HD61005,6,A002_X74fea5_Xd70,36.451,213.86176,212.12738,15625000.0,1750000000.0,5.68e+15,0.4573,2.194,4.266,421,512,0.82261,2555.9,2419.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-4852.618,0
HD61005,8,A002_Xe4f0a6_X3658,36.451,493.27178,495.09991,15625000.0,1843750000.0,1.57e+16,1.264,2.79,4.873,277,512,0.54191,5930.2,2939.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(4-3),32855.781,0
HD61005,8,A002_Xe4f0a6_X3658,36.451,481.09991,479.27178,15625000.0,1843750000.0,1.328e+16,1.069,3.56,4.729,45,512,0.089669,5762.2,2939.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(4-3),18762.031,0
HD61005,8,A002_Xe4f0a6_X3658,36.451,483.05791,481.22978,15625000.0,1843750000.0,1.408e+16,1.133,3.152,4.607,141,512,0.2768,5785.7,2939.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(4-3),20735.656,0
HD61005,8,A002_Xe4f0a6_X3658,36.451,491.71401,492.5768,488281.25,863281250.0,3.912e+15,10.08,4.481,6.055,335,512,0.65497,5905.7,2177.3,fine (<1 MHz),CO(4-3),31002.113,0
CP-72 2713,6,A002_Xc296d2_X148c,36.722,230.50654,230.96662,122070.3125,460205078.125,3.468e+15,35.22,4.915,5.854,182,512,0.35673,2768.8,1905.1,fine (<1 MHz),CO(2-1),14.074,0
CP-72 2713,6,A002_Xc296d2_X148c,36.722,232.62602,234.36039,15625000.0,1750000000.0,3.589e+16,2.847,2.505,5.158,342,512,0.66862,2801.9,1905.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),2806.766,0
CP-72 2713,6,A002_Xc296d2_X148c,36.722,217.86087,216.1265,15625000.0,1750000000.0,3.468e+16,2.751,2.628,4.442,259,512,0.50682,2603.9,1905.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-744.129,0
CP-72 2713,6,A002_Xc296d2_X148c,36.722,220.40578,218.56545,488281.25,1840820312.5,6.284e+15,15.95,4.373,5.405,323,512,0.63158,2633.8,1905.1,fine (<1 MHz),C18O(2-1),-276.293,0
CP-72 2713,7,A002_Xff0235_X4a6d,36.722,334.08816,332.26003,15625000.0,1843750000.0,4.049e+15,0.3212,2.366,4.449,445,512,0.8694,3998.1,4009.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-13426.592,0
CP-72 2713,7,A002_Xff0235_X4a6d,36.722,342.30925,344.13738,15625000.0,1843750000.0,3.851e+15,0.3055,2.225,4.38,472,512,0.92203,4118.7,4009.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-2392.998,0
CP-72 2713,7,A002_Xff0235_X4a6d,36.722,332.14475,330.41966,488281.25,1725585937.5,9.188e+14,2.332,4.544,5.673,303,512,0.59259,3975.4,2993.8,fine (<1 MHz),CO(3-2),-13866.09,0
CP-72 2713,7,A002_Xff0235_X4a6d,36.722,344.25266,345.97775,488281.25,1725585937.5,8.261e+14,2.097,5.809,5.683,0,512,0.0019493,4141.4,2993.8,fine (<1 MHz),CO(3-2),-1526.254,1
HD170773,6,A002_Xce574d_X123f,36.935,242.26222,243.9966,15625000.0,1750000000.0,3.31e+15,0.2596,2.285,4.121,352,512,0.68811,2917.6,973.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2439.402,0
HD170773,6,A002_Xce574d_X123f,36.935,244.26246,245.99684,15625000.0,1750000000.0,3.468e+15,0.272,2.747,4.684,168,512,0.32943,2941.6,973.7,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-423.535,0
HD170773,6,A002_Xce574d_X123f,36.935,228.09955,226.37445,488281.25,1725585937.5,5.599e+14,1.405,4.417,5.612,132,512,0.25926,2726.8,846.7,fine (<1 MHz),CO(2-1),-3986.794,0
HD170773,6,A002_Xce574d_X123f,36.935,230.99039,229.26529,488281.25,1725585937.5,5.472e+14,1.373,4.179,5.878,264,512,0.51657,2761.5,846.7,fine (<1 MHz),CO(2-1),-351.813,0
HD170773,7,A002_Xff0235_X8c42,36.935,332.21521,330.37488,488281.25,1840820312.5,9.113e+15,22.87,5.143,5.837,58,512,0.11501,3975.5,2963.5,fine (<1 MHz),CO(3-2),-15185.279,0
HD170773,7,A002_Xff0235_X8c42,36.935,334.10081,332.27269,15625000.0,1843750000.0,4.103e+16,3.218,2.814,4.631,285,512,0.5575,3998.2,2963.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12820.19,0
HD170773,7,A002_Xff0235_X8c42,36.935,342.32228,344.15041,15625000.0,1843750000.0,3.987e+16,3.127,3.194,4.238,108,512,0.21248,4118.8,2963.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-2739.344,0
HD170773,7,A002_Xff0235_X8c42,36.935,344.20788,346.04821,488281.25,1840820312.5,8.209e+15,20.6,4.462,6.669,420,512,0.82066,4141.5,2963.5,fine (<1 MHz),CO(3-2),-647.204,0
TWA 3A 696000,6,A002_Xd3607d_X6487,37.055,231.68343,233.51155,15625000.0,1843750000.0,2.013e+15,0.1566,2.806,4.484,223,512,0.43665,2791.2,3507.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),2770.43,0
TWA 3A 696000,6,A002_Xd3607d_X6487,37.055,219.8999,218.07178,15625000.0,1843750000.0,1.989e+15,0.1547,3.094,4.513,114,512,0.22417,2627.8,3507.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",H2CO,552.901,0
TWA 3A 696000,6,A002_Xd3607d_X6487,37.055,230.42768,230.64338,122070.3125,215820312.5,3.129e+14,3.115,4.79,6.066,225,512,0.44055,2766.4,2872.8,fine (<1 MHz),CO(2-1),-87.128,0
TWA 3A 696000,6,A002_Xd3607d_X6487,37.055,220.50414,220.28845,122070.3125,215820312.5,3.317e+14,3.303,4.742,5.741,238,512,0.46589,2644.8,2872.8,fine (<1 MHz),13CO(2-1),11.76,0
Barta 161 12,7,A002_Xce1e34_X1fb8,37.281,347.04822,348.78259,15625000.0,1750000000.0,6.767e+15,0.5206,2.823,4.152,171,512,0.33528,4175.0,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1689.719,0
Barta 161 12,7,A002_Xce1e34_X1fb8,37.281,336.78259,335.04822,15625000.0,1750000000.0,5.783e+15,0.445,3.199,4.643,62,512,0.12281,4031.0,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10466.531,0
Barta 161 12,7,A002_Xce1e34_X1fb8,37.281,334.88709,333.15272,15625000.0,1750000000.0,6.64e+15,0.5109,1.724,4.5,506,512,0.9883,4008.2,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11737.031,0
Barta 161 12,7,A002_Xce1e34_X1fb8,37.281,345.15736,346.88246,488281.25,1725585937.5,1.128e+15,2.776,4.051,5.555,429,512,0.83821,4152.2,877.0,fine (<1 MHz),CO(3-2),200.225,0
HD377,6,A002_X1239f8e_Xa43b,38.404,233.88862,232.0605,15625000.0,1843750000.0,4.229e+16,3.068,1.948,3.941,494,512,0.96491,2795.7,2745.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),2928.746,0
HD377,6,A002_X1239f8e_Xa43b,38.404,244.0605,245.88862,15625000.0,1843750000.0,4.438e+16,3.219,2.692,4.177,197,512,0.38596,2939.7,2745.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),890.121,0
HD377,6,A002_X1239f8e_Xa43b,38.404,246.0605,247.88862,15625000.0,1843750000.0,4.902e+16,3.556,2.792,4.522,215,512,0.42105,2963.7,2745.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),1390.121,0
HD377,6,A002_X1239f8e_Xa43b,38.404,231.37935,229.65377,976562.5,1726562500.0,1.48e+16,17.17,4.509,5.385,115,512,0.22612,2766.2,2237.8,fine (<1 MHz),CO(2-1),379.438,0
HD 139084B 921024,7,A002_Xcd8029_Xb6b0,38.716,347.03572,348.77009,15625000.0,1750000000.0,1.023e+16,0.5799,2.405,5.194,374,512,0.73099,4174.8,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2489.719,0
HD 139084B 921024,7,A002_Xcd8029_Xb6b0,38.716,336.77009,335.03572,15625000.0,1750000000.0,8.726e+15,0.5024,2.491,4.248,301,512,0.58869,4030.8,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9979.031,0
HD 139084B 921024,7,A002_Xcd8029_Xb6b0,38.716,334.87459,333.14022,15625000.0,1750000000.0,1.007e+16,0.581,2.33,4.667,407,512,0.79532,4008.1,1409.2,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11577.656,0
HD 139084B 921024,7,A002_Xcd8029_Xb6b0,38.716,345.14486,346.86995,488281.25,1725585937.5,1.714e+15,3.118,4.153,18.389,429,512,0.83821,4152.1,1028.2,fine (<1 MHz),CO(3-2),-467.061,0
HIP 490,6,A002_X74c92c_X6d5,38.83,230.09677,230.95932,244140.625,862792968.75,4.361e+14,1.98,4.816,6.037,141,512,0.2768,2766.3,2237.8,fine (<1 MHz),CO(2-1),-13.253,0
HIP 490,6,A002_X74c92c_X6d5,38.83,227.11354,228.84792,15625000.0,1750000000.0,3.289e+15,0.2333,2.74,4.383,200,512,0.39181,2735.8,2237.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-1940.085,0
HIP 490,6,A002_X74c92c_X6d5,38.83,215.84901,214.11464,15625000.0,1750000000.0,3.42e+15,0.2427,2.597,4.253,270,512,0.52827,2579.8,2237.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-2755.986,0
HIP 490,6,A002_X74c92c_X6d5,38.83,213.84918,212.11481,15625000.0,1750000000.0,3.658e+15,0.2595,2.536,4.243,274,512,0.53606,2555.8,2237.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-3302.692,0
