star_name,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,eirp_5sigma_W,rms_mJy,star_snr,ctrl_max_snr,n_ctrl_ge_star,n_ctrl,p_star_empirical,drift_max_Hz_s,on_source_s,resolution_class,nearest_line,line_offset_MHz,flagged_symmetric
HD 285968,6,A002_Xd98580_X3bf6,9.485,215.87425,214.04612,15625000.0,1843750000.0,1.833e+15,2.179,3.585,4.196,15,512,0.031189,2579.5,2812.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-2621.379,0
HD 285968,6,A002_Xd98580_X3bf6,9.485,227.04371,228.87183,15625000.0,1843750000.0,1.968e+15,2.34,2.896,4.208,168,512,0.32943,2735.5,2812.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-2134.916,0
HD 285968,6,A002_Xd98580_X3bf6,9.485,229.03724,230.87757,488281.25,1840820312.5,3.454e+14,13.14,6.189,10.854,51,512,0.10136,2759.5,2812.3,fine (<1 MHz),CO(2-1),-35.921,0
AU Mic,3,A002_X1237e23_Xdb0,9.714,101.83178,100.00366,15625000.0,1843750000.0,1.717e+14,0.1946,2.676,4.477,175,512,0.34308,1211.0,3265.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-11690.468,0
AU Mic,3,A002_X1237e23_Xdb0,9.714,103.78978,101.96166,15625000.0,1843750000.0,1.778e+14,0.2016,2.036,4.361,477,512,0.93177,1234.5,3265.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-10904.343,0
AU Mic,3,A002_X1237e23_Xdb0,9.714,112.00366,113.83178,15625000.0,1843750000.0,2.047e+14,0.2321,3.394,4.516,38,512,0.076023,1355.0,3265.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),215.782,0
AU Mic,3,A002_X1237e23_Xdb0,9.714,114.01293,115.73851,976562.5,1726562500.0,1.548e+14,2.809,4.384,5.546,89,512,0.17544,1378.5,2419.2,fine (<1 MHz),CO(1-0),-474.87,0
AU Mic,3,A002_X12925a3_Xa4b1,9.714,103.74086,101.91273,15625000.0,1843750000.0,8.509e+13,0.09646,2.065,4.15,471,512,0.92008,1233.9,3392.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-10812.645,0
AU Mic,3,A002_X12925a3_Xa4b1,9.714,101.84536,100.01723,15625000.0,1843750000.0,8.9e+13,0.1009,2.196,4.558,434,512,0.84795,1211.2,3392.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-11880.02,0
AU Mic,3,A002_X12925a3_Xa4b1,9.714,112.01723,113.84536,15625000.0,1843750000.0,1.153e+14,0.1307,2.75,4.463,183,512,0.35867,1355.2,3392.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),291.855,0
AU Mic,3,A002_X12925a3_Xa4b1,9.714,114.0265,115.75209,976562.5,1726562500.0,5.82e+13,1.056,4.274,5.614,212,512,0.4152,1378.7,2884.9,fine (<1 MHz),CO(1-0),-675.164,0
AU Mic,6,A002_X899169_X1838,9.714,229.67582,231.40091,488281.25,1725585937.5,5.257e+13,1.907,5.221,5.846,10,512,0.021442,2766.5,1506.0,fine (<1 MHz),CO(2-1),287.23,0
AU Mic,6,A002_X899169_X1838,9.714,227.62512,229.35949,15625000.0,1750000000.0,2.639e+14,0.2991,3.167,4.567,87,512,0.17154,2741.9,1506.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-2881.632,0
AU Mic,6,A002_X899169_X1838,9.714,214.36,212.62562,15625000.0,1750000000.0,2.783e+14,0.3155,3.312,4.707,40,512,0.079922,2561.9,1506.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-4041.876,0
AU Mic,6,A002_X899169_X1838,9.714,216.85991,215.12554,15625000.0,1750000000.0,2.952e+14,0.3347,2.724,4.91,227,512,0.44444,2591.9,1506.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",SiO(5-4),-791.961,0
V AT Mic B,7,A002_Xcd97a1_X3f1e,9.807,347.06669,348.80106,15625000.0,1750000000.0,3.432e+14,0.3809,2.668,4.382,225,512,0.44055,4175.2,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2848.812,0
V AT Mic B,7,A002_Xcd97a1_X3f1e,9.807,336.80106,335.06669,15625000.0,1750000000.0,2.883e+14,0.32,2.013,4.551,487,512,0.95127,4031.2,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10526.188,0
V AT Mic B,7,A002_Xcd97a1_X3f1e,9.807,334.90556,333.17119,15625000.0,1750000000.0,3.305e+14,0.3669,2.761,4.823,206,512,0.40351,4008.5,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12156.063,0
V AT Mic B,7,A002_Xcd97a1_X3f1e,9.807,345.17583,346.90092,488281.25,1725585937.5,5.598e+13,1.988,3.895,5.572,498,512,0.97271,4152.5,877.0,fine (<1 MHz),CO(3-2),726.505,0
NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.921,347.06669,348.80106,15625000.0,1750000000.0,3.56e+14,0.3799,3.204,4.767,66,512,0.1306,4175.2,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1817.562,0
NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.921,336.80106,335.06669,15625000.0,1750000000.0,2.997e+14,0.3202,2.624,4.03,266,512,0.52047,4031.2,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9494.938,0
NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.921,334.90556,333.17119,15625000.0,1750000000.0,3.443e+14,0.3679,2.486,4.66,336,512,0.65692,4008.5,1258.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11124.813,0
NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.921,345.17583,346.90092,488281.25,1725585937.5,5.822e+13,1.988,4.712,5.554,78,512,0.154,4152.5,877.0,fine (<1 MHz),CO(3-2),340.275,0
gam Vir,6,A002_Xd95042_X2d99,12.02,224.91406,223.08594,15625000.0,1843750000.0,2.49e+14,0.1843,3.462,4.572,23,512,0.046784,2688.0,2183.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),4030.687,0
gam Vir,6,A002_Xd95042_X2d99,12.02,226.91406,225.08594,15625000.0,1843750000.0,2.24e+14,0.1658,3.948,4.046,2,512,0.005848,2712.0,2183.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-3889.563,0
gam Vir,6,A002_Xd95042_X2d99,12.02,239.08594,240.91406,15625000.0,1843750000.0,2.494e+14,0.1846,2.24,4.256,425,512,0.83041,2880.0,2183.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-4943.812,0
gam Vir,6,A002_Xd95042_X2d99,12.02,241.08594,242.91406,15625000.0,1843750000.0,2.594e+14,0.1919,2.868,4.074,146,512,0.28655,2904.0,2183.3,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-3350.062,0
gam Vir,7,A002_Xd6ebab_X41a3,12.02,337.40864,335.58051,15625000.0,1843750000.0,4.431e+14,0.3277,2.226,5.507,470,512,0.91813,4037.9,1880.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-9059.237,0
gam Vir,7,A002_Xd6ebab_X41a3,12.02,339.34614,337.51801,15625000.0,1843750000.0,3.864e+14,0.2857,3.029,4.467,139,512,0.2729,4061.2,1880.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-7277.987,0
gam Vir,7,A002_Xd6ebab_X41a3,12.02,347.58051,349.40864,15625000.0,1843750000.0,4.182e+14,0.3092,2.996,4.287,133,512,0.26121,4181.9,1880.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),2534.513,0
gam Vir,7,A002_Xd6ebab_X41a3,12.02,349.58051,351.40864,15625000.0,1843750000.0,4.728e+14,0.3496,2.597,4.378,319,512,0.62378,4205.9,1880.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),4862.638,0
HR 1010  Gaia DR3 4722135642226902656,,A002_Xc66ce1_Xaa9,12.039,231.45194,229.61112,976562.5,1841796875.0,6.061e+14,7.158,5.099,5.656,10,512,0.021442,2766.4,3265.9,,,,0
HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.039,231.45194,229.61112,976562.5,1841796875.0,6.495e+14,7.67,4.95,5.666,29,512,0.05848,2766.4,2842.6,fine (<1 MHz),CO(2-1),243.041,0
HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.039,233.35304,231.61866,15625000.0,1750000000.0,1.745e+15,1.288,3.203,3.927,78,512,0.154,2789.8,2842.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),1846.288,0
HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.039,244.61787,246.35224,15625000.0,1750000000.0,1.866e+15,1.377,2.421,4.665,454,512,0.88694,2945.8,2842.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-83.757,0
HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.039,246.61775,248.35212,15625000.0,1750000000.0,2.205e+15,1.628,2.4,4.552,441,512,0.8616,2969.8,2842.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),2009.871,0
HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.039,345.31659,346.237,488281.25,920898437.5,1.27e+15,29.65,4.728,5.737,171,512,0.33528,4149.3,1360.8,fine (<1 MHz),CO(3-2),-477.942,0
HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.039,347.04535,348.87347,15625000.0,1843750000.0,6.338e+15,4.622,3.059,4.487,189,512,0.37037,4175.5,1360.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),1546.22,0
HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.039,334.91547,333.08735,15625000.0,1843750000.0,6.095e+15,4.449,3.179,4.814,99,512,0.19493,4008.0,1360.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-11833.651,0
HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.039,336.87347,335.04535,15625000.0,1843750000.0,5.327e+15,3.888,3.308,4.354,69,512,0.13645,4031.5,1360.8,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10063.151,0
TRAPPIST-1,,A002_Xc9831a_X443,12.467,91.36176,89.62739,15625000.0,1750000000.0,1.53e+14,0.1053,1.769,4.134,503,512,0.98246,1085.9,3265.9,,,,0
TRAPPIST-1,3,A002_Xc9831a_X443,12.467,91.36176,89.62739,15625000.0,1750000000.0,1.567e+14,0.1079,2.748,4.608,219,512,0.42885,1207.2,3084.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),1141.513,0
TRAPPIST-1,3,A002_Xc9831a_X443,12.467,93.29926,91.56489,15625000.0,1750000000.0,1.554e+14,0.1069,2.891,4.262,160,512,0.31384,1233.0,3084.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),3375.888,0
TRAPPIST-1,3,A002_Xc9831a_X443,12.467,101.62739,103.36176,15625000.0,1750000000.0,1.566e+14,0.1078,2.092,4.455,483,512,0.94347,1367.3,3084.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-11004.238,0
TRAPPIST-1,3,A002_Xc9831a_X443,12.467,103.62739,105.36176,15625000.0,1750000000.0,1.595e+14,0.1098,2.72,4.546,205,512,0.40156,1394.0,3084.5,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-9066.738,0
TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.467,224.92188,223.07813,31250000.0,1875000000.0,5.082e+15,1.749,3.111,4.135,65,512,0.12865,2988.2,3219.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),4429.125,0
TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.467,226.92188,225.07812,31250000.0,1875000000.0,4.721e+15,1.625,1.824,3.844,503,512,0.98246,3014.8,3219.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(2-1),-4334.875,0
TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.467,239.07813,240.92188,31250000.0,1875000000.0,5.185e+15,1.785,2.479,4.037,299,512,0.5848,3201.6,3219.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-5451.625,0
TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.467,241.07812,242.92188,31250000.0,1875000000.0,5.492e+15,1.89,2.705,4.363,252,512,0.49318,3228.3,3219.6,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2482.875,0
TRAPPIST-1,7,A002_Xcccc19_X5564,12.467,347.62288,349.35725,15625000.0,1750000000.0,3.467e+14,0.2385,2.233,4.599,489,512,0.95517,4648.9,3798.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),3295.627,0
TRAPPIST-1,7,A002_Xcccc19_X5564,12.467,337.35725,335.62288,15625000.0,1750000000.0,2.857e+14,0.1966,2.427,4.651,446,512,0.87135,4488.8,3798.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-8610.623,0
TRAPPIST-1,7,A002_Xcccc19_X5564,12.467,335.46175,333.72738,15625000.0,1750000000.0,3.306e+14,0.2275,3.565,4.286,32,512,0.064327,4463.5,3798.1,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-10818.623,0
TRAPPIST-1,7,A002_Xcccc19_X5564,12.467,345.73202,347.45711,488281.25,1725585937.5,5.756e+13,1.267,4.267,5.72,488,512,0.95322,4623.6,2782.1,fine (<1 MHz),CO(3-2),420.879,0
HD 69830,6,A002_Xcbb583_Xb78,12.569,242.18803,243.92241,15625000.0,1750000000.0,2.326e+14,0.1575,2.244,4.125,447,512,0.87329,2916.7,2897.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-1997.969,0
HD 69830,6,A002_Xcbb583_Xb78,12.569,244.18766,245.92204,15625000.0,1750000000.0,2.526e+14,0.1711,2.932,4.45,161,512,0.31579,2940.7,2897.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-342.088,0
HD 69830,6,A002_Xcbb583_Xb78,12.569,228.02741,226.30231,488281.25,1725585937.5,4.044e+13,0.8762,4.416,6.057,277,512,0.54191,2726.0,2389.0,fine (<1 MHz),CO(2-1),-4068.212,0
HD 69830,6,A002_Xcbb583_Xb78,12.569,230.92016,229.19506,488281.25,1725585937.5,3.909e+13,0.847,4.527,5.655,241,512,0.47173,2760.7,2389.0,fine (<1 MHz),CO(2-1),-3.092,0
HD 69830,7,A002_X1207c39_X9417,12.569,321.27417,321.16651,244140.625,107910156.25,8.649e+13,3.748,4.42,5.687,217,512,0.42495,3854.6,2903.0,fine (<1 MHz),,,0
HD 69830,7,A002_X1207c39_X9417,12.569,332.58277,334.41089,15625000.0,1843750000.0,3.796e+14,0.257,2.191,4.529,494,512,0.96491,4002.0,5273.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CO(3-2),-12135.109,0
HD 69830,7,A002_X1207c39_X9417,12.569,321.27417,321.16651,244140.625,107910156.25,8.649e+13,3.748,4.42,5.687,217,512,0.42495,3854.6,2903.0,fine (<1 MHz),CO(3-2),-24570.656,0
HD 69830,7,A002_X1207c39_X9417,12.569,322.51367,322.406,244140.625,107910156.25,1.171e+14,5.077,4.399,5.741,248,512,0.48538,3869.5,2903.0,fine (<1 MHz),CO(3-2),-23367.539,0
HD 69830,7,A002_X1207c39_X9417,12.569,335.33609,335.44376,244140.625,107910156.25,5.895e+13,2.554,4.799,5.876,56,512,0.11111,4024.7,2903.0,fine (<1 MHz),CO(3-2),-10371.285,0
CD-38 10980,6,A002_Xe5808e_X80a1,12.908,224.91406,223.08594,15625000.0,1843750000.0,4.445e+14,0.2854,3.872,4.082,3,512,0.0077973,2688.0,616.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),3327.562,0
CD-38 10980,6,A002_Xe5808e_X80a1,12.908,226.91406,225.08594,15625000.0,1843750000.0,4.135e+14,0.2655,1.887,4.464,496,512,0.96881,2712.0,616.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",13CO(2-1),4874.437,0
CD-38 10980,6,A002_Xe5808e_X80a1,12.908,239.08594,240.91406,15625000.0,1843750000.0,4.538e+14,0.2913,2.676,4.145,179,512,0.35088,2880.0,616.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-4787.562,0
CD-38 10980,6,A002_Xe5808e_X80a1,12.908,241.08594,242.91406,15625000.0,1843750000.0,4.861e+14,0.3121,2.614,4.541,217,512,0.42495,2904.0,616.9,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-3006.312,0
LP  349-25,3,A002_Xb9a2bb_X1899,14.128,91.36176,89.62739,15625000.0,1750000000.0,2.574e+14,0.1378,2.458,4.331,287,512,0.5614,1085.9,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),1891.513,0
LP  349-25,3,A002_Xb9a2bb_X1899,14.128,93.29926,91.56489,15625000.0,1750000000.0,2.664e+14,0.1427,2.346,4.28,327,512,0.63938,1109.2,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",HCO+(1-0),3391.513,0
LP  349-25,3,A002_Xb9a2bb_X1899,14.128,101.62739,103.36176,15625000.0,1750000000.0,2.61e+14,0.1397,2.349,4.96,331,512,0.64717,1229.9,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-11082.363,0
LP  349-25,3,A002_Xb9a2bb_X1899,14.128,103.62739,105.36176,15625000.0,1750000000.0,2.628e+14,0.1407,2.6,4.489,217,512,0.42495,1253.9,2649.0,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CN(1-0),-8488.613,0
GJ14  Gaia DR3 383426372059603712,6,A002_Xcf196f_Xabc5,14.688,242.24921,243.98359,15625000.0,1750000000.0,7.496e+14,0.3717,3.02,4.562,146,512,0.28655,2917.4,3320.4,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-2139.911,0
GJ14  Gaia DR3 383426372059603712,6,A002_Xcf196f_Xabc5,14.688,244.24935,245.98372,15625000.0,1750000000.0,7.846e+14,0.3891,2.78,4.795,229,512,0.44834,2941.4,3320.4,"coarse (>5 MHz, continuum-mode -- weak technosignature constraint)",CS(5-4),-514.776,0
