star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,eirp_eff_total_W,c_response_smear,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,star_snr_regionmax,stage1_flag_regionmax,n_ctrl,n_ctrl_ge_star,p_rank_addone,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
TRAPPIST-1,TRAPPIST-1,3,A002_Xc99ad7_X623d,12.4669,103.627387,105.361762,15625000.0000,1734375000.0,3084.48,,0.12882,0.64414,1.871673e+14,3.743347e+14,4.991129e+14,4.278111e+14,2.2857,1393.9576,3.999,3,0.2752,,coarse,B,2.5171,4.5880,3.6323,False,512,309,0.604288,,CN(1-0),-9691.7375,-25601.235,star,60.163,8.423,46.927,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,3,A002_Xc9c531_X632d,12.4669,103.627387,105.361762,15625000.0000,1734375000.0,3084.48,,0.13835,0.69183,2.010233e+14,4.020466e+14,5.360621e+14,4.594818e+14,2.2857,1393.9576,3.999,3,0.2752,,coarse,B,3.4825,4.6603,4.2372,False,512,17,0.035088,,CN(1-0),-9160.4875,-24197.911,star,60.163,8.423,46.927,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,3,A002_Xc9c531_X67a0,12.4669,103.627387,105.361762,15625000.0000,1734375000.0,3084.48,,0.17031,0.85160,2.474489e+14,4.948977e+14,6.598636e+14,5.655974e+14,2.2857,1393.9576,3.999,3,0.2752,,coarse,B,3.6158,4.5804,4.1439,False,512,15,0.031189,,CN(1-0),-9691.7375,-25601.235,star,60.163,8.423,46.927,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,3,A002_Xc99ad7_X67ff,12.4669,103.627387,105.361762,15625000.0000,1734375000.0,3084.48,,0.14338,0.71694,2.083201e+14,4.166402e+14,5.555202e+14,4.761602e+14,2.2857,1393.9576,3.999,3,0.2752,,coarse,B,2.7462,4.6486,3.9666,False,512,206,0.403509,,CN(1-0),-8957.3625,-23661.345,star,60.163,8.423,46.927,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12ac5b5_X14ae,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,1.91980,9.59922,5.578465e+15,7.437954e+15,1.115693e+16,7.437954e+15,1.3333,2688.0000,3.598,3,0.2769,,coarse,B,1.9271,3.8273,2.6461,False,512,489,0.955166,,13CO(2-1),3210.3750,4366.836,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a079b_X22389,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,1.70919,8.54616,4.966494e+15,6.621992e+15,9.932987e+15,6.621992e+15,1.3333,2688.0000,3.598,3,0.2769,,coarse,B,2.4298,4.2294,2.8802,False,512,328,0.641326,,13CO(2-1),3147.8750,4281.822,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b487b_X386a,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,2.70463,13.52342,7.858966e+15,1.047862e+16,1.571793e+16,1.047862e+16,1.3333,2688.0000,3.598,3,0.2769,,coarse,B,3.1752,4.5508,3.5861,False,512,58,0.115010,,13CO(2-1),3335.3750,4536.864,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b966a_X38de,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,2.14482,10.72430,6.232291e+15,8.309721e+15,1.246458e+16,8.309721e+15,1.3333,2688.0000,3.598,3,0.2769,,coarse,B,2.6589,3.7901,3.4765,False,512,218,0.426901,,13CO(2-1),3772.8750,5131.963,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12bff3f_X3f36,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,2.07268,10.36354,6.022643e+15,8.030190e+15,1.204529e+16,8.030190e+15,1.3333,2688.0000,3.598,3,0.2769,,coarse,B,2.3872,4.1919,3.0920,False,512,332,0.649123,,13CO(2-1),3616.6250,4919.427,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,1597,1.74895,8.74493,5.082007e+15,6.776009e+15,1.016401e+16,6.776010e+15,1.3333,2988.1600,3.999,3,0.3079,1.0000,coarse,B,3.1114,4.1349,3.4761,False,512,65,0.128655,224.828125,13CO(2-1),4429.1250,6024.611,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X1980,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,1.64638,8.23211,4.783988e+15,6.378650e+15,9.567975e+15,6.378650e+15,1.3333,2988.1600,3.999,3,0.3079,,coarse,B,2.0535,4.0576,2.7280,False,512,443,0.865497,,13CO(2-1),3210.3750,4366.836,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X2201,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,1.69752,8.48780,4.932578e+15,6.576770e+15,9.865155e+15,6.576770e+15,1.3333,2988.1600,3.999,3,0.3079,,coarse,B,2.9050,4.2508,3.4815,False,512,114,0.224172,,13CO(2-1),3241.6250,4409.343,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X44b,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,3.25835,16.29212,9.467960e+15,1.262395e+16,1.893592e+16,1.262395e+16,1.3333,2988.1600,3.999,3,0.3079,,coarse,B,2.5971,4.2031,3.3495,False,512,257,0.502924,,13CO(2-1),3522.8750,4791.906,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_Xb82,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,,1.83082,9.15431,5.319910e+15,7.093214e+15,1.063982e+16,7.093214e+15,1.3333,2988.1600,3.999,3,0.3079,,coarse,B,2.2425,4.7433,2.7710,False,512,394,0.769981,,13CO(2-1),4460.3750,6067.118,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12ac5b5_X14ae,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,1.78167,8.90858,5.177110e+15,6.902813e+15,1.035422e+16,6.902813e+15,1.3333,2712.0000,3.598,3,0.2794,,coarse,B,2.4186,4.0359,3.6620,False,512,316,0.617934,,CO(2-1),-4428.6250,-5759.000,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a079b_X22389,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,1.60415,8.02096,4.661281e+15,6.215041e+15,9.322561e+15,6.215041e+15,1.3333,2712.0000,3.598,3,0.2794,,coarse,B,2.7472,4.1961,3.3786,False,512,188,0.368421,,CO(2-1),-4209.8750,-5474.537,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b487b_X386a,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,2.54653,12.73291,7.399568e+15,9.866091e+15,1.479914e+16,9.866091e+15,1.3333,2712.0000,3.598,3,0.2794,,coarse,B,3.8522,4.4911,3.9035,False,512,1,0.003899,,CO(2-1),-4241.1250,-5515.174,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b966a_X38de,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,2.01839,10.09212,5.864907e+15,7.819876e+15,1.172981e+16,7.819876e+15,1.3333,2712.0000,3.598,3,0.2794,,coarse,B,2.1978,4.2880,3.1837,False,512,402,0.785575,,CO(2-1),-3897.3750,-5068.161,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12bff3f_X3f36,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,1.93809,9.69058,5.631559e+15,7.508745e+15,1.126312e+16,7.508745e+15,1.3333,2712.0000,3.598,3,0.2794,,coarse,B,2.7257,4.8234,3.1333,False,512,175,0.343080,,CO(2-1),-3959.8750,-5149.436,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,1597,1.62456,8.12300,4.720582e+15,6.294109e+15,9.441163e+15,6.294109e+15,1.3333,3014.8400,3.999,3,0.3106,1.0000,coarse,B,1.8242,3.8444,2.6362,False,512,503,0.982456,226.203125,CO(2-1),-4334.8750,-5637.087,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X1980,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,1.53050,7.65267,4.447254e+15,5.929672e+15,8.894508e+15,5.929672e+15,1.3333,3014.8400,3.999,3,0.3106,,coarse,B,2.5223,4.1712,3.7202,False,512,292,0.571150,,CO(2-1),-3803.6250,-4946.248,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X2201,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,1.58194,7.90991,4.596744e+15,6.128992e+15,9.193488e+15,6.128992e+15,1.3333,3014.8400,3.999,3,0.3106,,coarse,B,2.2383,4.7880,3.0845,False,512,409,0.799220,,13CO(2-1),4835.3750,6577.203,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X44b,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,3.08827,15.44171,8.973755e+15,1.196501e+16,1.794751e+16,1.196501e+16,1.3333,3014.8400,3.999,3,0.3106,,coarse,B,2.4115,4.6787,2.9152,False,512,338,0.660819,,CO(2-1),-4209.8750,-5474.537,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_Xb82,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,,1.70912,8.54583,4.966301e+15,6.621735e+15,9.932602e+15,6.621735e+15,1.3333,3014.8400,3.999,3,0.3106,,coarse,B,3.1621,4.2377,3.2245,False,512,49,0.097466,,CO(2-1),-4491.1250,-5840.275,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12ac5b5_X14ae,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.95187,9.75961,5.671674e+15,7.562233e+15,1.134335e+16,7.562233e+15,1.3333,2880.0000,3.598,3,0.2967,,coarse,B,2.5175,4.1774,3.1613,False,512,299,0.584795,,CS(5-4),-4764.1250,-5831.110,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a079b_X22389,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.76125,8.80650,5.117784e+15,6.823712e+15,1.023557e+16,6.823712e+15,1.3333,2880.0000,3.598,3,0.2967,,coarse,B,3.3386,4.8012,3.4990,False,512,24,0.048733,,CS(5-4),-5514.1250,-6749.082,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b487b_X386a,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,2.79656,13.98308,8.126092e+15,1.083479e+16,1.625218e+16,1.083479e+16,1.3333,2880.0000,3.598,3,0.2967,,coarse,B,2.3134,3.9542,2.8686,False,512,368,0.719298,,CS(5-4),-4014.1250,-4913.138,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b966a_X38de,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,2.21016,11.05102,6.422159e+15,8.562879e+15,1.284432e+16,8.562879e+15,1.3333,2880.0000,3.598,3,0.2967,,coarse,B,3.5871,4.5127,3.7202,False,512,17,0.035088,,CS(5-4),-5045.3750,-6175.349,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12bff3f_X3f36,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,2.12866,10.64347,6.185317e+15,8.247089e+15,1.237063e+16,8.247089e+15,1.3333,2880.0000,3.598,3,0.2967,,coarse,B,2.0496,4.4235,2.8573,False,512,478,0.933723,,CS(5-4),-4295.3750,-5257.378,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,1597,1.78451,8.92279,5.185367e+15,6.913822e+15,1.037073e+16,6.913822e+15,1.3333,3201.6000,3.999,3,0.3298,1.0000,coarse,B,2.4790,4.0370,2.9919,False,512,299,0.584795,239.484375,CS(5-4),-5451.6250,-6672.584,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X1980,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.67571,8.37878,4.869223e+15,6.492297e+15,9.738446e+15,6.492297e+15,1.3333,3201.6000,3.999,3,0.3298,,coarse,B,2.1951,4.6102,2.9132,False,512,395,0.771930,,CS(5-4),-5701.6250,-6978.575,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X2201,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.73526,8.67651,5.042247e+15,6.722996e+15,1.008449e+16,6.722996e+15,1.3333,3201.6000,3.999,3,0.3298,,coarse,B,2.9795,4.1218,3.1160,False,512,108,0.212476,,CS(5-4),-4451.6250,-5448.622,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X44b,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,3.39396,16.97025,9.862049e+15,1.314940e+16,1.972410e+16,1.314940e+16,1.3333,3201.6000,3.999,3,0.3298,,coarse,B,3.4212,4.1421,3.9582,False,512,19,0.038986,,CS(5-4),-5732.8750,-7016.824,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_Xb82,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.87559,9.37822,5.450034e+15,7.266712e+15,1.090007e+16,7.266712e+15,1.3333,3201.6000,3.999,3,0.3298,,coarse,B,1.9087,4.4388,2.5416,False,512,482,0.941520,,CS(5-4),-5701.6250,-6978.575,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12ac5b5_X14ae,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,2.05527,10.27665,5.972146e+15,7.962861e+15,1.194429e+16,7.962861e+15,1.3333,2904.0000,3.598,3,0.2992,,coarse,B,3.0362,3.8004,3.4657,False,512,98,0.192982,,CS(5-4),-2076.6250,-2541.711,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a079b_X22389,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.86043,9.30241,5.405981e+15,7.207974e+15,1.081196e+16,7.207974e+15,1.3333,2904.0000,3.598,3,0.2992,,coarse,B,2.4384,4.6904,2.7245,False,512,309,0.604288,,CS(5-4),-2107.8750,-2579.960,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b487b_X386a,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,2.93945,14.69758,8.541312e+15,1.138842e+16,1.708262e+16,1.138842e+16,1.3333,2904.0000,3.598,3,0.2992,,coarse,B,3.3972,4.5226,3.9032,False,512,45,0.089669,,CS(5-4),-2764.1250,-3383.185,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b966a_X38de,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,2.33468,11.67363,6.783982e+15,9.045309e+15,1.356796e+16,9.045309e+15,1.3333,2904.0000,3.598,3,0.2992,,coarse,B,2.4013,5.2287,2.9215,False,512,327,0.639376,,CS(5-4),-3045.3750,-3727.425,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12bff3f_X3f36,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,2.23883,11.19435,6.505454e+15,8.673938e+15,1.301091e+16,8.673938e+15,1.3333,2904.0000,3.598,3,0.2992,,coarse,B,1.9563,4.2407,3.3846,False,512,489,0.955166,,CS(5-4),-3295.3750,-4033.415,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,1597,1.89007,9.45063,5.492115e+15,7.322820e+15,1.098423e+16,7.322820e+15,1.3333,3228.2800,3.999,3,0.3326,1.0000,coarse,B,2.7049,4.3625,3.7013,False,512,252,0.493177,242.453125,CS(5-4),-2482.8750,-3038.946,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X1980,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.76748,8.83764,5.135884e+15,6.847845e+15,1.027177e+16,6.847845e+15,1.3333,3228.2800,3.999,3,0.3326,,coarse,B,2.1319,4.8645,3.1423,False,512,427,0.834308,,CS(5-4),-3514.1250,-4301.157,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X2201,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.83225,9.16150,5.324090e+15,7.098787e+15,1.064818e+16,7.098787e+15,1.3333,3228.2800,3.999,3,0.3326,,coarse,B,2.7940,4.1877,3.1321,False,512,158,0.309942,,CS(5-4),-2451.6250,-3000.697,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X44b,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,3.58193,17.91016,1.040826e+16,1.387768e+16,2.081652e+16,1.387768e+16,1.3333,3228.2800,3.999,3,0.3326,,coarse,B,2.7230,4.3583,3.1354,False,512,187,0.366472,,CS(5-4),-3076.6250,-3765.673,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_Xb82,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.99167,9.95862,5.787325e+15,7.716433e+15,1.157465e+16,7.716433e+15,1.3333,3228.2800,3.999,3,0.3326,,coarse,B,3.3127,4.7081,3.4341,False,512,47,0.093567,,CS(5-4),-2139.1250,-2618.209,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,333.709847,335.444222,15625000.0000,1734375000.0,3798.14,,0.24884,1.24487,3.617213e+14,7.234425e+14,9.645901e+14,8.267915e+14,2.2857,4463.2576,3.999,6,1.085,,coarse,B,2.9895,4.8291,3.9869,False,512,192,0.376218,,CO(3-2),-10695.5278,-9272.631,star,18.790,2.631,14.656,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc008,12.4669,333.710028,335.444403,15625000.0000,1734375000.0,3798.14,,0.25785,1.28998,3.748277e+14,7.496554e+14,9.995405e+14,8.567490e+14,2.2857,4463.2601,3.999,6,1.085,,coarse,B,2.3532,4.5192,3.8003,False,512,468,0.914230,,CO(3-2),-10476.5971,-9082.826,star,18.790,2.631,14.656,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X259b,12.4669,333.710492,335.444867,15625000.0000,1734375000.0,3798.14,,0.22490,1.12514,3.269294e+14,6.538587e+14,8.718117e+14,7.472671e+14,2.2857,4463.2662,3.999,6,1.085,,coarse,B,2.6409,4.4320,4.4198,False,512,322,0.629630,,CO(3-2),-11898.0077,-10315.137,star,18.790,2.631,14.656,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X1e19,12.4669,333.710656,335.445031,15625000.0000,1734375000.0,3798.14,,0.21274,1.06429,3.092487e+14,6.184974e+14,8.246632e+14,7.068542e+14,2.2857,4463.2684,3.999,6,1.085,,coarse,B,2.3444,4.4322,4.4076,False,512,469,0.916179,,CO(3-2),-11929.0936,-10342.087,star,18.790,2.631,14.656,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,333.727377,335.461752,15625000.0000,1734375000.0,3798.14,628,0.22748,1.13786,3.306265e+14,6.612531e+14,8.816707e+14,7.557187e+14,2.2857,4463.4915,3.999,6,1.085,1.0000,coarse,B,3.5649,4.2858,4.3387,False,512,32,0.064327,334.977377,CO(3-2),-10818.6227,-9379.349,star,18.789,2.630,14.655,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X4dfa,12.4669,333.727513,335.461888,15625000.0000,1734375000.0,3798.14,,0.26672,1.33411,3.876500e+14,7.752999e+14,1.033733e+15,8.860571e+14,2.2857,4463.4933,3.999,6,1.085,,coarse,B,3.5753,4.7751,3.9785,False,512,30,0.060429,,CO(3-2),-11396.6120,-9880.445,star,18.789,2.630,14.655,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,335.605347,337.339722,15625000.0000,1734375000.0,3798.14,,0.21577,1.07947,3.136615e+14,6.273231e+14,8.364308e+14,7.169407e+14,2.2857,4488.5436,3.999,6,1.091,,coarse,B,3.1515,4.4148,4.3542,False,512,100,0.196881,,CO(3-2),-8800.0278,-7629.302,star,18.684,2.616,14.574,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc008,12.4669,335.605528,337.339903,15625000.0000,1734375000.0,3798.14,,0.22387,1.11996,3.254265e+14,6.508530e+14,8.678040e+14,7.438320e+14,2.2857,4488.5460,3.999,6,1.091,,coarse,B,2.5818,4.2130,4.3090,False,512,369,0.721248,,CO(3-2),-10034.2221,-8699.303,star,18.684,2.616,14.574,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X259b,12.4669,335.605992,337.340367,15625000.0000,1734375000.0,3798.14,,0.19436,0.97233,2.825277e+14,5.650554e+14,7.534072e+14,6.457776e+14,2.2857,4488.5522,3.999,6,1.091,,coarse,B,2.9917,5.0714,3.9040,False,512,174,0.341131,,CO(3-2),-9955.6327,-8631.169,star,18.684,2.616,14.574,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X1e19,12.4669,335.606156,337.340531,15625000.0000,1734375000.0,3798.14,,0.18423,0.92168,2.678112e+14,5.356224e+14,7.141632e+14,6.121399e+14,2.2857,4488.5544,3.999,6,1.091,,coarse,B,3.7575,4.7879,4.6271,False,512,26,0.052632,,CO(3-2),-10017.9686,-8685.212,star,18.684,2.616,14.574,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,335.622877,337.357252,15625000.0000,1734375000.0,3798.14,628,0.19655,0.98314,2.856690e+14,5.713380e+14,7.617840e+14,6.529585e+14,2.2857,4488.7775,3.999,6,1.091,1.0000,coarse,B,2.4270,4.6506,4.1528,False,512,446,0.871345,337.185377,CO(3-2),-8610.6227,-7465.094,star,18.683,2.616,14.573,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X4dfa,12.4669,335.623013,337.357388,15625000.0000,1734375000.0,3798.14,,0.23028,1.15186,3.346955e+14,6.693911e+14,8.925214e+14,7.650184e+14,2.2857,4488.7793,3.999,6,1.091,,coarse,B,2.5032,4.4724,4.4473,False,512,412,0.805068,,CO(3-2),-8797.9870,-7627.532,star,18.683,2.616,14.573,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,345.714486,347.439584,488281.2500,1725097656.2,2782.08,,1.41169,7.06263,6.413060e+13,1.282612e+14,1.710149e+14,1.465842e+14,2.2857,4623.3376,3.999,139,26.34,,fine,A,4.6064,5.9575,5.8483,False,512,261,0.510721,,CO(3-2),1370.6343,1188.290,star,18.139,2.540,14.149,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc008,12.4669,345.714667,347.439764,488281.2500,1725097656.2,2782.08,,1.41882,7.09829,6.445438e+13,1.289088e+14,1.718783e+14,1.473243e+14,2.2857,4623.3401,3.999,139,26.34,,fine,A,4.3519,5.7524,5.5038,False,512,460,0.898635,,CO(3-2),552.9439,479.382,star,18.139,2.540,14.149,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X259b,12.4669,345.715131,347.440229,488281.2500,1725097656.2,2782.08,,1.24578,6.23259,5.659358e+13,1.131872e+14,1.509162e+14,1.293568e+14,2.2857,4623.3462,3.999,138,26.34,,fine,A,5.3264,5.6304,5.7233,True,512,17,0.035088,,CO(3-2),449.4044,389.617,star,18.139,2.540,14.149,512,20260825,True,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X1e19,12.4669,345.715295,347.440393,488281.2500,1725097656.2,2782.08,,1.18157,5.91132,5.367639e+13,1.073528e+14,1.431370e+14,1.226889e+14,2.2857,4623.3484,3.999,138,26.34,,fine,A,4.9055,5.9101,5.5816,False,512,90,0.177388,,CO(3-2),570.1740,494.320,star,18.139,2.540,14.149,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,345.732016,347.457114,488281.2500,1725097656.2,2782.08,460,1.26733,6.33930,5.756259e+13,1.151252e+14,1.535002e+14,1.317493e+14,2.2888,4623.5715,3.999,138,26.34,0.9987,fine,A,4.2670,5.7201,5.3615,False,512,488,0.953216,346.216879,CO(3-2),420.8792,364.887,star,18.139,2.539,14.148,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X4dfa,12.4669,345.732152,347.457249,488281.2500,1725097656.2,2782.08,,1.45880,7.29705,6.625918e+13,1.325184e+14,1.766912e+14,1.514496e+14,2.2857,4623.5733,3.999,138,26.34,,fine,A,4.5554,5.9214,5.6369,False,512,308,0.602339,,CO(3-2),210.5657,182.553,star,18.139,2.539,14.148,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,347.605347,349.339722,15625000.0000,1734375000.0,3798.14,,0.26297,1.31564,3.822840e+14,7.645680e+14,1.019424e+15,8.737920e+14,2.2857,4648.6236,3.999,6,1.13,,coarse,B,2.8470,4.9233,4.1294,False,512,236,0.461988,,CO(3-2),2871.8472,2489.786,star,18.041,2.526,14.072,512,20260825,False,False,
