star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,eirp_eff_total_W,c_response_smear,eirp_p90_W,eirp_p90_lo_W,eirp_p90_hi_W,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,star_snr_regionmax,stage1_flag_regionmax,n_ctrl,n_ctrl_ge_star,p_rank_addone,p_rank_local,stage1_flag_local,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,1597,1.78451,8.92279,5.185367e+15,6.913822e+15,1.037073e+16,6.913822e+15,1.3333,8.496319e+15,4.111122e+15,1.151114e+16,3201.6000,3.999,3,0.3298,1.0000,coarse,B,2.4790,4.0370,2.9919,False,512,299,0.584795,0.709552,False,239.484375,CS(5-4),-5451.6250,-6672.584,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X1980,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.67571,8.37878,4.869223e+15,6.492297e+15,9.738446e+15,6.492297e+15,1.3333,7.978312e+15,3.860474e+15,1.080933e+16,3201.6000,3.999,3,0.3298,,coarse,B,2.1951,4.6102,2.9132,False,512,395,0.771930,0.606238,False,,CS(5-4),-5701.6250,-6978.575,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X2201,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.73526,8.67651,5.042247e+15,6.722996e+15,1.008449e+16,6.722996e+15,1.3333,8.261815e+15,3.997652e+15,1.119343e+16,3201.6000,3.999,3,0.3298,,coarse,B,2.9795,4.1218,3.1160,False,512,108,0.212476,0.280702,False,,CS(5-4),-4451.6250,-5448.622,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_Xb82,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,,1.87559,9.37822,5.450034e+15,7.266712e+15,1.090007e+16,7.266712e+15,1.3333,8.929982e+15,4.320959e+15,1.209869e+16,3201.6000,3.999,3,0.3298,,coarse,B,1.9087,4.4388,2.5416,False,512,482,0.941520,0.978558,False,,CS(5-4),-5701.6250,-6978.575,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12ac5b5_X14ae,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,2.05527,10.27665,5.972146e+15,7.962861e+15,1.194429e+16,7.962861e+15,1.3333,9.785471e+15,4.734906e+15,1.325774e+16,2904.0000,3.598,3,0.2992,,coarse,B,3.0362,3.8004,3.4657,False,512,98,0.192982,0.181287,False,,CS(5-4),-2076.6250,-2541.711,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a079b_X22389,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.86043,9.30241,5.405981e+15,7.207974e+15,1.081196e+16,7.207974e+15,1.3333,8.857799e+15,4.286032e+15,1.200089e+16,2904.0000,3.598,3,0.2992,,coarse,B,2.4384,4.6904,2.7245,False,512,309,0.604288,0.723197,False,,CS(5-4),-2107.8750,-2579.960,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b487b_X386a,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,2.93945,14.69758,8.541312e+15,1.138842e+16,1.708262e+16,1.138842e+16,1.3333,1.399510e+16,6.771822e+15,1.896110e+16,2904.0000,3.598,3,0.2992,,coarse,B,3.3972,4.5226,3.9032,False,512,45,0.089669,0.097466,False,,CS(5-4),-2764.1250,-3383.185,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12b966a_X38de,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,2.33468,11.67363,6.783982e+15,9.045309e+15,1.356796e+16,9.045309e+15,1.3333,1.111568e+16,5.378555e+15,1.505995e+16,2904.0000,3.598,3,0.2992,,coarse,B,2.4013,5.2287,2.9215,False,512,327,0.639376,0.631579,False,,CS(5-4),-3045.3750,-3727.425,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,1597,1.89007,9.45063,5.492115e+15,7.322820e+15,1.098423e+16,7.322820e+15,1.3333,8.998932e+15,4.354322e+15,1.219210e+16,3228.2800,3.999,3,0.3326,1.0000,coarse,B,2.7049,4.3625,3.7013,False,512,252,0.493177,0.442495,False,242.453125,CS(5-4),-2482.8750,-3038.946,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X1980,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.76748,8.83764,5.135884e+15,6.847845e+15,1.027177e+16,6.847845e+15,1.3333,8.415241e+15,4.071891e+15,1.140129e+16,3228.2800,3.999,3,0.3326,,coarse,B,2.1319,4.8645,3.1423,False,512,427,0.834308,0.668616,False,,CS(5-4),-3514.1250,-4301.157,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X2201,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.83225,9.16150,5.324090e+15,7.098787e+15,1.064818e+16,7.098787e+15,1.3333,8.723621e+15,4.221107e+15,1.181910e+16,3228.2800,3.999,3,0.3326,,coarse,B,2.7940,4.1877,3.1321,False,512,158,0.309942,0.228070,False,,CS(5-4),-2451.6250,-3000.697,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_Xb82,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,,1.99167,9.95862,5.787325e+15,7.716433e+15,1.157465e+16,7.716433e+15,1.3333,9.482639e+15,4.588374e+15,1.284745e+16,3228.2800,3.999,3,0.3326,,coarse,B,3.3127,4.7081,3.4341,False,512,47,0.093567,0.072125,False,,CS(5-4),-2139.1250,-2618.209,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,333.709847,335.444222,15625000.0000,1734375000.0,3798.14,,0.24884,1.24487,3.617213e+14,7.234425e+14,9.645901e+14,8.267915e+14,2.2857,1.016035e+15,4.916298e+14,1.376563e+15,4463.2576,3.999,6,1.085,,coarse,B,2.9895,4.8291,3.9869,False,512,192,0.376218,0.393762,False,,CO(3-2),-10695.5278,-9272.631,star,18.790,2.631,14.656,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc008,12.4669,333.710028,335.444403,15625000.0000,1734375000.0,3798.14,,0.25785,1.28998,3.748277e+14,7.496554e+14,9.995405e+14,8.567490e+14,2.2857,1.052849e+15,5.094432e+14,1.426441e+15,4463.2601,3.999,6,1.085,,coarse,B,2.3532,4.5192,3.8003,False,512,468,0.914230,0.896686,False,,CO(3-2),-10476.5971,-9082.826,star,18.790,2.631,14.656,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X1e19,12.4669,333.710656,335.445031,15625000.0000,1734375000.0,3798.14,,0.21274,1.06429,3.092487e+14,6.184974e+14,8.246632e+14,7.068542e+14,2.2857,8.686453e+14,4.203122e+14,1.176874e+15,4463.2684,3.999,6,1.085,,coarse,B,2.3444,4.4322,4.4076,False,512,469,0.916179,0.970760,False,,CO(3-2),-11929.0936,-10342.087,star,18.790,2.631,14.656,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,333.727377,335.461752,15625000.0000,1734375000.0,3798.14,628,0.22748,1.13786,3.306265e+14,6.612531e+14,8.816707e+14,7.557187e+14,2.2857,9.286943e+14,4.493682e+14,1.258231e+15,4463.4915,3.999,6,1.085,1.0000,coarse,B,3.5649,4.2858,4.3387,False,512,32,0.064327,0.060429,False,334.977377,CO(3-2),-10818.6227,-9379.349,star,18.789,2.630,14.655,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X4dfa,12.4669,333.727513,335.461888,15625000.0000,1734375000.0,3798.14,,0.26672,1.33411,3.876500e+14,7.752999e+14,1.033733e+15,8.860571e+14,2.2857,1.088866e+15,5.268705e+14,1.475237e+15,4463.4933,3.999,6,1.085,,coarse,B,3.5753,4.7751,3.9785,False,512,30,0.060429,0.076023,False,,CO(3-2),-11396.6120,-9880.445,star,18.789,2.630,14.655,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,335.605347,337.339722,15625000.0000,1734375000.0,3798.14,,0.21577,1.07947,3.136615e+14,6.273231e+14,8.364308e+14,7.169407e+14,2.2857,8.810404e+14,4.263099e+14,1.193668e+15,4488.5436,3.999,6,1.091,,coarse,B,3.1515,4.4148,4.3542,False,512,100,0.196881,0.251462,False,,CO(3-2),-8800.0278,-7629.302,star,18.684,2.616,14.574,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc008,12.4669,335.605528,337.339903,15625000.0000,1734375000.0,3798.14,,0.22387,1.11996,3.254265e+14,6.508530e+14,8.678040e+14,7.438320e+14,2.2857,9.140869e+14,4.423001e+14,1.238440e+15,4488.5460,3.999,6,1.091,,coarse,B,2.5818,4.2130,4.3090,False,512,369,0.721248,0.627680,False,,CO(3-2),-10034.2221,-8699.303,star,18.684,2.616,14.574,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X1e19,12.4669,335.606156,337.340531,15625000.0000,1734375000.0,3798.14,,0.18423,0.92168,2.678112e+14,5.356224e+14,7.141632e+14,6.121399e+14,2.2857,7.522519e+14,3.639928e+14,1.019180e+15,4488.5544,3.999,6,1.091,,coarse,B,3.7575,4.7879,4.6271,False,512,26,0.052632,0.072125,False,,CO(3-2),-10017.9686,-8685.212,star,18.684,2.616,14.574,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,335.622877,337.357252,15625000.0000,1734375000.0,3798.14,628,0.19655,0.98314,2.856690e+14,5.713380e+14,7.617840e+14,6.529585e+14,2.2857,8.024135e+14,3.882646e+14,1.087141e+15,4488.7775,3.999,6,1.091,1.0000,coarse,B,2.4270,4.6506,4.1528,False,512,446,0.871345,0.920078,False,337.185377,CO(3-2),-8610.6227,-7465.094,star,18.683,2.616,14.573,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X4dfa,12.4669,335.623013,337.357388,15625000.0000,1734375000.0,3798.14,,0.23028,1.15186,3.346955e+14,6.693911e+14,8.925214e+14,7.650184e+14,2.2857,9.401226e+14,4.548980e+14,1.273714e+15,4488.7793,3.999,6,1.091,,coarse,B,2.5032,4.4724,4.4473,False,512,412,0.805068,0.807018,False,,CO(3-2),-8797.9870,-7627.532,star,18.683,2.616,14.573,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,345.714486,347.439584,488281.2500,1725097656.2,2782.08,,1.41169,7.06263,6.413060e+13,1.282612e+14,1.710149e+14,1.465842e+14,2.2857,1.801357e+14,8.716245e+13,2.440549e+14,4623.3376,3.999,139,26.34,,fine,A,4.6064,5.9575,5.8483,False,512,261,0.510721,0.555556,False,,CO(3-2),1370.6343,1188.290,star,18.139,2.540,14.149,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc008,12.4669,345.714667,347.439764,488281.2500,1725097656.2,2782.08,,1.41882,7.09829,6.445438e+13,1.289088e+14,1.718783e+14,1.473243e+14,2.2857,1.810452e+14,8.760251e+13,2.452870e+14,4623.3401,3.999,139,26.34,,fine,A,4.3519,5.7524,5.5038,False,512,460,0.898635,0.861598,False,,CO(3-2),552.9439,479.382,star,18.139,2.540,14.149,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X1e19,12.4669,345.715295,347.440393,488281.2500,1725097656.2,2782.08,,1.18157,5.91132,5.367639e+13,1.073528e+14,1.431370e+14,1.226889e+14,2.2857,1.507710e+14,7.295372e+13,2.042704e+14,4623.3484,3.999,138,26.34,,fine,A,4.9055,5.9101,5.5816,False,512,90,0.177388,0.134503,False,,CO(3-2),570.1740,494.320,star,18.139,2.540,14.149,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,345.732016,347.457114,488281.2500,1725097656.2,2782.08,460,1.26733,6.33930,5.756259e+13,1.151252e+14,1.535002e+14,1.317493e+14,2.2888,1.619052e+14,7.834123e+13,2.193554e+14,4623.5715,3.999,138,26.34,0.9987,fine,A,4.2670,5.7201,5.3615,False,512,488,0.953216,0.964912,False,346.216879,CO(3-2),420.8792,364.887,star,18.139,2.539,14.148,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X4dfa,12.4669,345.732152,347.457249,488281.2500,1725097656.2,2782.08,,1.45880,7.29705,6.625918e+13,1.325184e+14,1.766912e+14,1.514496e+14,2.2857,1.861147e+14,9.005549e+13,2.521554e+14,4623.5733,3.999,138,26.34,,fine,A,4.5554,5.9214,5.6369,False,512,308,0.602339,0.557505,False,,CO(3-2),210.5657,182.553,star,18.139,2.539,14.148,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc7a1,12.4669,347.605347,349.339722,15625000.0000,1734375000.0,3798.14,,0.26297,1.31564,3.822840e+14,7.645680e+14,1.019424e+15,8.737920e+14,2.2857,1.073793e+15,5.195774e+14,1.454817e+15,4648.6236,3.999,6,1.13,,coarse,B,2.8470,4.9233,4.1294,False,512,236,0.461988,0.391813,False,,CO(3-2),2871.8472,2489.786,star,18.041,2.526,14.072,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_Xc008,12.4669,347.605528,349.339903,15625000.0000,1734375000.0,3798.14,,0.26775,1.33957,3.892369e+14,7.784738e+14,1.037965e+15,8.896844e+14,2.2857,1.093323e+15,5.290274e+14,1.481277e+15,4648.6260,3.999,6,1.13,,coarse,B,2.9785,5.0989,3.9504,False,512,185,0.362573,0.348928,False,,CO(3-2),3262.6529,2828.600,star,18.041,2.526,14.072,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xd0e450_X1e19,12.4669,347.606156,349.340531,15625000.0000,1734375000.0,3798.14,,0.22336,1.11745,3.246959e+14,6.493918e+14,8.658557e+14,7.421620e+14,2.2857,9.120347e+14,4.413071e+14,1.235660e+15,4648.6344,3.999,6,1.13,,coarse,B,3.2883,4.3378,4.1945,False,512,80,0.157895,0.153996,False,,CO(3-2),3435.1564,2978.155,star,18.041,2.526,14.072,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,347.622877,349.357252,15625000.0000,1734375000.0,3798.14,628,0.23850,1.19302,3.466548e+14,6.933096e+14,9.244129e+14,7.923549e+14,2.2857,9.737162e+14,4.711530e+14,1.319228e+15,4648.8575,3.999,6,1.13,1.0000,coarse,B,2.2326,4.5987,3.7901,False,512,489,0.955166,0.904483,False,349.091627,CO(3-2),3295.6273,2857.188,star,18.040,2.526,14.071,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X4dfa,12.4669,347.623013,349.357388,15625000.0000,1734375000.0,3798.14,,0.27827,1.39194,4.044546e+14,8.089091e+14,1.078546e+15,9.244676e+14,2.2857,1.136068e+15,5.497103e+14,1.539189e+15,4648.8593,3.999,6,1.13,,coarse,B,2.2863,4.9038,4.2171,False,512,477,0.931774,0.937622,False,,CO(3-2),3123.8880,2708.296,star,18.040,2.526,14.071,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbc47c_Xd4,12.5692,226.302271,228.027368,488281.2500,1725097656.2,2388.96,,1.03037,5.15195,4.755215e+13,9.510429e+13,1.268057e+14,1.086906e+14,2.2857,1.335687e+14,6.463001e+13,1.809640e+14,2725.9778,3.598,66,13.34,,fine,A,4.8438,5.9225,5.9255,True,512,67,0.132554,0.120858,False,,CO(2-1),-2840.2217,-3693.435,star,27.675,3.874,21.586,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,226.302308,228.027406,488281.2500,1725097656.2,2388.96,395,0.87625,4.38131,4.043922e+13,8.087844e+13,1.078379e+14,9.247585e+13,2.2868,1.136425e+14,5.498833e+13,1.539673e+14,2725.9783,3.598,68,13.34,0.9995,fine,A,4.4156,6.0574,5.3039,False,512,277,0.541910,0.612086,False,226.469788,CO(2-1),-4068.2115,-5290.317,star,27.675,3.874,21.586,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbc47c_Xd4,12.5692,229.195027,230.920125,488281.2500,1725097656.2,2388.96,,1.02591,5.12964,4.734624e+13,9.469247e+13,1.262566e+14,1.082200e+14,2.2857,1.329903e+14,6.435015e+13,1.801804e+14,2760.6909,3.598,67,13.51,,fine,A,4.3678,6.0700,5.2892,False,512,342,0.668616,0.662768,False,,CO(2-1),-254.5936,-331.075,star,27.327,3.826,21.315,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,229.195064,230.920162,488281.2500,1725097656.2,2388.96,395,0.84705,4.23532,3.909171e+13,7.818343e+13,1.042446e+14,8.939547e+13,2.2868,1.098571e+14,5.315666e+13,1.488386e+14,2760.6914,3.598,69,13.51,0.9995,fine,A,4.5267,5.6553,5.8984,True,512,241,0.471735,0.452242,False,230.534908,CO(2-1),-3.0923,-4.021,star,27.327,3.826,21.315,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbc47c_Xd4,12.5692,242.187992,243.922367,15625000.0000,1734375000.0,2896.99,,0.18931,0.94657,2.795775e+14,5.591550e+14,7.455400e+14,6.390343e+14,2.2857,7.853021e+14,3.799849e+14,1.063958e+15,2916.6622,3.598,4,0.5408,,coarse,B,3.1089,4.4035,3.9663,False,512,96,0.189084,0.179337,False,,CS(5-4),-1029.2580,-1259.773,star,25.865,3.621,20.175,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,242.188031,243.922406,15625000.0000,1734375000.0,2896.99,479,0.15747,0.78736,2.325530e+14,4.651060e+14,6.201413e+14,5.315500e+14,2.2857,6.532159e+14,3.160722e+14,8.850022e+14,2916.6626,3.598,4,0.5408,1.0000,coarse,B,2.2441,4.1252,3.9544,False,512,447,0.873294,0.853801,False,242.938031,CS(5-4),-1997.9695,-2445.440,star,25.865,3.621,20.175,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbc47c_Xd4,12.5692,244.187623,245.921998,15625000.0000,1734375000.0,2896.99,,0.20178,1.00891,2.979893e+14,5.959785e+14,7.946380e+14,6.811183e+14,2.2857,8.370187e+14,4.050091e+14,1.134025e+15,2940.6577,3.598,4,0.5452,,coarse,B,2.5321,4.8881,4.1865,False,512,337,0.658869,0.773879,False,,CS(5-4),-670.2518,-820.363,star,25.654,3.592,20.010,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,244.187662,245.922037,15625000.0000,1734375000.0,2896.99,479,0.17105,0.85529,2.526166e+14,5.052332e+14,6.736443e+14,5.774097e+14,2.2857,7.095723e+14,3.433415e+14,9.613561e+14,2940.6582,3.598,4,0.5452,1.0000,coarse,B,2.9324,4.4499,3.9119,False,512,161,0.315789,0.265107,False,244.593912,CS(5-4),-342.0879,-418.703,star,25.654,3.592,20.010,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12277ed_X178c6,12.5692,321.157558,321.265224,244140.6250,107666015.6,2903.04,,2.87961,14.39841,6.644819e+13,8.859759e+13,1.328964e+14,8.859759e+13,1.3333,1.088766e+14,5.268222e+13,1.475102e+14,3854.5367,3.598,273,45.83,,fine,A,5.0460,6.1342,5.3511,False,512,14,0.029240,0.038986,False,,CO(3-2),-24595.4731,-21323.374,star,19.572,2.740,15.266,512,20260825,True,False,
HD 69830,HD 69830,7,A002_X12235df_X8337,12.5692,321.159626,321.267292,244140.6250,107666015.6,2903.04,,3.90561,19.52864,9.012399e+13,1.201653e+14,1.802480e+14,1.201653e+14,1.3333,1.476698e+14,7.145314e+13,2.000688e+14,3854.5615,3.598,274,45.83,,fine,A,3.9668,5.3037,5.3441,True,512,495,0.966862,0.957115,False,,CO(3-2),-24557.0287,-21290.044,star,19.572,2.740,15.266,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12235df_X7876,12.5692,321.159833,321.267499,244140.6250,107666015.6,2903.04,,3.34418,16.72138,7.716861e+13,1.028915e+14,1.543372e+14,1.028915e+14,1.3333,1.264422e+14,6.118171e+13,1.713088e+14,3854.5640,3.598,274,45.83,,fine,A,4.4969,5.9246,5.3331,False,512,184,0.360624,0.380117,False,,CO(3-2),-24618.1008,-21342.991,star,19.572,2.740,15.266,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12209f7_X16edb,12.5692,321.160099,321.267765,244140.6250,107666015.6,2903.04,,2.67173,13.35904,6.165152e+13,8.220202e+13,1.233030e+14,8.220202e+13,1.3333,1.010172e+14,4.887927e+13,1.368619e+14,3854.5672,3.598,272,45.83,,fine,A,4.2195,5.6170,5.1593,False,512,389,0.760234,0.725146,False,,CO(3-2),-24627.3558,-21351.015,star,19.572,2.740,15.266,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12209f7_X163ba,12.5692,321.160299,321.267965,244140.6250,107666015.6,2903.04,,2.86267,14.31378,6.605762e+13,8.807683e+13,1.321152e+14,8.807683e+13,1.3333,1.082366e+14,5.237256e+13,1.466432e+14,3854.5696,3.598,276,45.83,,fine,A,4.6401,6.4681,5.5702,False,512,113,0.222222,0.339181,False,,CO(3-2),-24561.2385,-21293.694,star,19.572,2.740,15.266,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X1207c39_X9417,12.5692,321.166506,321.274172,244140.6250,107666015.6,2903.04,480,3.74830,18.74228,8.649498e+13,1.153266e+14,1.729900e+14,1.157602e+14,1.3383,1.422565e+14,6.883377e+13,1.927346e+14,3854.6441,3.598,275,45.84,0.9963,fine,A,4.4203,5.6870,5.6497,False,512,217,0.424951,0.397661,False,321.225344,CO(3-2),-24570.6561,-21301.858,star,19.571,2.740,15.266,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12277ed_X178c6,12.5692,322.396991,322.504657,244140.6250,107666015.6,2903.04,,3.95307,19.76585,9.121875e+13,1.216250e+14,1.824375e+14,1.216250e+14,1.3333,1.494636e+14,7.232110e+13,2.024991e+14,3869.4099,3.598,274,46.01,,fine,A,4.3073,5.4558,5.4589,True,512,314,0.614035,0.604288,False,,CO(3-2),-23298.9111,-20199.302,star,19.497,2.730,15.207,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12235df_X8337,12.5692,322.399059,322.506725,244140.6250,107666015.6,2903.04,,5.88577,29.42972,1.358171e+14,1.810895e+14,2.716343e+14,1.810895e+14,1.3333,2.225389e+14,1.076801e+14,3.015043e+14,3869.4347,3.598,275,46.01,,fine,A,4.7168,5.7074,5.7028,False,512,89,0.175439,0.134503,False,,CO(3-2),-23315.3983,-20213.596,star,19.497,2.730,15.207,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12235df_X7876,12.5692,322.399266,322.506932,244140.6250,107666015.6,2903.04,,4.63963,23.19884,1.070619e+14,1.427492e+14,2.141237e+14,1.427492e+14,1.3333,1.754229e+14,8.488203e+13,2.376697e+14,3869.4372,3.598,275,46.01,,fine,A,4.6777,5.8390,5.5463,False,512,97,0.191033,0.263158,False,,CO(3-2),-23391.1188,-20279.243,star,19.497,2.730,15.207,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12209f7_X16edb,12.5692,322.399532,322.507198,244140.6250,107666015.6,2903.04,,3.42320,17.11650,7.899206e+13,1.053227e+14,1.579841e+14,1.053227e+14,1.3333,1.294300e+14,6.262740e+13,1.753567e+14,3869.4404,3.598,273,46.01,,fine,A,5.2592,5.4247,5.5362,True,512,7,0.015595,0.017544,False,,CO(3-2),-23363.5086,-20255.306,star,19.497,2.730,15.207,512,20260825,True,False,
HD 69830,HD 69830,7,A002_X12209f7_X163ba,12.5692,322.399732,322.507398,244140.6250,107666015.6,2903.04,,3.87075,19.35431,8.931950e+13,1.190927e+14,1.786390e+14,1.190927e+14,1.3333,1.463517e+14,7.081532e+13,1.982829e+14,3869.4428,3.598,277,46.01,,fine,A,4.4849,5.6721,5.3199,False,512,201,0.393762,0.399610,False,,CO(3-2),-23328.1531,-20224.654,star,19.497,2.730,15.207,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X1207c39_X9417,12.5692,322.406000,322.513666,244140.6250,107666015.6,2903.04,480,5.07662,25.38421,1.171473e+14,1.561964e+14,2.342945e+14,1.567882e+14,1.3384,1.926752e+14,9.322994e+13,2.610438e+14,3869.5180,3.598,276,46.01,0.9962,fine,A,4.3987,5.7406,5.4928,False,512,248,0.485380,0.518519,False,322.428461,CO(3-2),-23367.5389,-20258.800,star,19.496,2.729,15.207,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12277ed_X178c6,12.5692,332.573787,334.401912,15625000.0000,1828125000.0,5273.86,,0.21880,1.09401,3.231232e+14,6.462464e+14,8.616619e+14,7.385673e+14,2.2857,9.076172e+14,4.391696e+14,1.229675e+15,4001.8542,3.598,6,1.351,,coarse,B,2.5379,5.1007,4.2940,False,512,408,0.797271,0.641326,False,,CO(3-2),-13222.2126,-11463.174,star,18.851,2.639,14.704,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12235df_X8337,12.5692,332.575855,334.403980,15625000.0000,1828125000.0,5273.86,,0.26032,1.30166,3.844568e+14,7.689136e+14,1.025218e+15,8.787584e+14,2.2857,1.079896e+15,5.225305e+14,1.463085e+15,4001.8790,3.598,6,1.351,,coarse,B,3.2443,4.4978,4.7716,False,512,84,0.165692,0.138402,False,,CO(3-2),-11673.2701,-10120.297,star,18.851,2.639,14.704,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12235df_X7876,12.5692,332.576062,334.404187,15625000.0000,1828125000.0,5273.86,,0.23749,1.18751,3.507389e+14,7.014778e+14,9.353037e+14,8.016889e+14,2.2857,9.851866e+14,4.767032e+14,1.334769e+15,4001.8815,3.598,6,1.351,,coarse,B,2.9464,4.9765,3.9656,False,512,205,0.401559,0.426901,False,,CO(3-2),-11766.8129,-10201.396,star,18.851,2.639,14.704,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X12209f7_X16edb,12.5692,332.576329,334.404454,15625000.0000,1828125000.0,5273.86,,0.21043,1.05217,3.107663e+14,6.215326e+14,8.287101e+14,7.103229e+14,2.2857,8.729080e+14,4.223748e+14,1.182650e+15,4001.8847,3.598,6,1.351,,coarse,B,2.8548,5.1046,4.1065,False,512,273,0.534113,0.594542,False,,CO(3-2),-11391.5465,-9876.053,star,18.851,2.639,14.704,512,20260825,False,False,
