star_name,system,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_ant,rms_mJy,smin_mJy,eirp_5sigma_W,drift_max_Hz_s,n_drift_trials,resolution_class,star_snr,ctrl_max_snr,n_ctrl,n_ctrl_ge_star,p_rank_addone,nearest_line,line_offset_MHz,line_offset_kms,hit,spatially_significant,qa_status,disposition
Proxima Cen,Proxima Cen,6,A002_X106ccd1_Xc4a6,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.8569,9.29416,2.943630e+13,2880.0000,4,coarse,2.7803,5.0454,512,246,0.481481,CS(5-4),-5443.8144,-6800.06,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106ccd1_Xc4a6,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.94439,9.73225,3.082379e+13,2904.0000,4,coarse,2.5322,4.1667,512,387,0.756335,CS(5-4),-2084.4394,-2582.23,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X13932,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.9547,9.78219,3.098196e+13,2688.0000,4,coarse,3.5114,4.5443,512,36,0.072125,13CO(2-1),2718.1894,3637.91,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X13932,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.85846,9.30074,2.945713e+13,2712.0000,4,coarse,2.8173,4.1894,512,183,0.358674,CO(2-1),-4092.6856,-5429.01,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X13932,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,2.06025,10.3118,3.265929e+13,2880.0000,4,coarse,1.9238,4.0474,512,509,0.994152,CS(5-4),-4756.3144,-5941.28,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X13932,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,2.15188,10.7706,3.411244e+13,2904.0000,4,coarse,2.7067,4.6696,512,250,0.489279,CS(5-4),-2615.6894,-3240.35,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X148f3,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.83055,9.16092,2.901430e+13,2688.0000,4,coarse,2.6135,4.6307,512,354,0.692008,13CO(2-1),3515.0644,4704.42,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X148f3,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.71643,8.58993,2.720587e+13,2712.0000,4,coarse,2.3987,3.8680,512,383,0.748538,CO(2-1),-5045.8106,-6693.34,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X148f3,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.90944,9.55695,3.026859e+13,2880.0000,4,coarse,2.8305,4.6208,512,249,0.487329,CS(5-4),-4459.4394,-5570.44,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X148f3,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,2.00449,10.0328,3.177584e+13,2904.0000,4,coarse,2.5827,4.3385,512,364,0.711501,CS(5-4),-3271.9394,-4053.32,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X26c7,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.58409,7.92759,2.510810e+13,2688.0000,4,coarse,2.6430,4.9029,512,312,0.610136,13CO(2-1),2983.8144,3993.42,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X26c7,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.4949,7.48134,2.369475e+13,2712.0000,4,coarse,3.0665,4.3501,512,131,0.257310,CO(2-1),-4030.1856,-5346.10,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X26c7,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.67033,8.36027,2.647849e+13,2880.0000,4,coarse,2.4043,4.9021,512,422,0.824561,CS(5-4),-4662.5644,-5824.17,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X26c7,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.73051,8.66162,2.743291e+13,2904.0000,4,coarse,2.5393,4.5846,512,397,0.775828,CS(5-4),-2021.9394,-2504.80,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2b06,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.58282,7.92121,2.508791e+13,2688.0000,4,coarse,2.9116,3.7797,512,167,0.327485,13CO(2-1),3702.5644,4955.36,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2b06,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.48103,7.4119,2.347484e+13,2712.0000,4,coarse,2.5679,4.6935,512,373,0.729045,CO(2-1),-4452.0606,-5905.73,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2b06,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.64036,8.21028,2.600344e+13,2880.0000,4,coarse,3.3697,4.3150,512,58,0.115010,CS(5-4),-5568.8144,-6956.20,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2b06,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.71379,8.57791,2.716779e+13,2904.0000,4,coarse,3.3853,4.3036,512,45,0.089669,CS(5-4),-2209.4394,-2737.08,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2e59,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.61024,8.05845,2.552256e+13,2688.0000,4,coarse,3.2984,4.7602,512,67,0.132554,13CO(2-1),4171.3144,5582.72,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2e59,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.52253,7.61963,2.413275e+13,2712.0000,4,coarse,3.6688,4.3673,512,20,0.040936,CO(2-1),-4061.4356,-5387.56,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2e59,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.67573,8.38727,2.656402e+13,2880.0000,4,coarse,2.4365,4.1113,512,420,0.820663,CS(5-4),-5193.8144,-6487.78,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X106f040_X2e59,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.7585,8.80172,2.787666e+13,2904.0000,4,coarse,2.7769,4.4482,512,283,0.553606,CS(5-4),-2631.3144,-3259.70,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107376c_X12b9,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,2.56876,12.8552,4.071462e+13,2688.0000,4,coarse,2.3516,4.8623,512,458,0.894737,13CO(2-1),4483.8144,6000.95,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107376c_X12b9,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,2.45743,12.2983,3.895079e+13,2712.0000,4,coarse,2.7626,4.2576,512,243,0.475634,CO(2-1),-3764.5606,-4993.75,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107376c_X12b9,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,2.72245,13.6261,4.315635e+13,2880.0000,4,coarse,2.9454,4.0744,512,165,0.323587,CS(5-4),-5818.8144,-7268.49,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107376c_X12b9,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,2.86393,14.3345,4.539982e+13,2904.0000,4,coarse,2.3340,4.1905,512,431,0.842105,CS(5-4),-2740.6894,-3395.20,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X167,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.63841,8.19927,2.596856e+13,2688.0000,4,coarse,2.8947,4.8278,512,182,0.356725,13CO(2-1),3249.4394,4348.92,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X167,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.55403,7.77715,2.463165e+13,2712.0000,4,coarse,2.6068,4.5738,512,345,0.674464,CO(2-1),-4123.9356,-5470.46,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X167,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.719,8.60372,2.724953e+13,2880.0000,4,coarse,2.2582,4.4972,512,458,0.894737,CS(5-4),-4506.3144,-5629.00,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X167,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.78788,8.94864,2.834196e+13,2904.0000,4,coarse,2.3764,4.2323,512,417,0.814815,CS(5-4),-2084.4394,-2582.23,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X74e,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.7445,8.73021,2.765015e+13,2688.0000,4,coarse,2.4835,4.0649,512,368,0.719298,13CO(2-1),4108.8144,5499.07,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X74e,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.67675,8.3913,2.657678e+13,2712.0000,4,coarse,2.7079,4.7920,512,274,0.536062,CO(2-1),-4873.9356,-6465.35,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X74e,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.84719,9.24532,2.928160e+13,2880.0000,4,coarse,3.0937,4.9355,512,134,0.263158,CS(5-4),-4506.3144,-5629.00,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1074d99_X74e,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.96113,9.81578,3.108836e+13,2904.0000,4,coarse,3.6114,4.0974,512,19,0.038986,CS(5-4),-2709.4394,-3356.49,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1076174_X11cc,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2796.19,,1.6249,8.1317,2.575455e+13,2688.0000,4,coarse,2.4487,4.6572,512,415,0.810916,13CO(2-1),4343.1894,5812.75,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1076174_X11cc,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2797.20,,1.52647,7.63923,2.419483e+13,2712.0000,4,coarse,4.0467,4.2671,512,4,0.009747,CO(2-1),-4514.5606,-5988.63,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1076174_X11cc,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2797.20,,1.68743,8.44571,2.674909e+13,2880.0000,4,coarse,3.0128,4.4485,512,171,0.335283,CS(5-4),-4756.3144,-5941.28,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1076174_X11cc,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2797.20,,1.76722,8.84519,2.801433e+13,2904.0000,4,coarse,3.4684,4.4341,512,32,0.064327,CS(5-4),-2068.8144,-2562.87,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X868f,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.79342,8.97503,2.842555e+13,2688.0000,4,coarse,2.3477,5.1249,512,435,0.849903,13CO(2-1),3718.1894,4976.27,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X868f,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.73997,8.70768,2.757881e+13,2712.0000,4,coarse,2.3095,3.9943,512,458,0.894737,CO(2-1),-3764.5606,-4993.75,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X868f,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.90846,9.55196,3.025278e+13,2880.0000,4,coarse,3.5630,4.4435,512,25,0.050682,CS(5-4),-5584.4394,-6975.72,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X868f,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,2.02953,10.1581,3.217260e+13,2904.0000,4,coarse,2.9981,4.0918,512,133,0.261209,CS(5-4),-2350.0644,-2911.29,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X8f30,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.9327,9.67205,3.063313e+13,2688.0000,4,coarse,3.4798,4.3489,512,29,0.058480,13CO(2-1),3890.0644,5206.30,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X8f30,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.79535,8.98482,2.845654e+13,2712.0000,4,coarse,3.8297,4.0742,512,8,0.017544,CO(2-1),-3998.9356,-5304.65,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X8f30,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,2.0332,10.1763,3.223025e+13,2880.0000,4,coarse,3.0056,3.9407,512,149,0.292398,CS(5-4),-5318.8144,-6643.92,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X107649f_X8f30,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,2.08136,10.4175,3.299420e+13,2904.0000,4,coarse,3.3462,4.5437,512,67,0.132554,CS(5-4),-3568.8144,-4421.09,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_X9976,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.62478,8.13112,2.575272e+13,2688.0000,4,coarse,3.7539,4.7142,512,31,0.062378,13CO(2-1),3749.4394,5018.10,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_X9976,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.54416,7.72777,2.447523e+13,2712.0000,4,coarse,2.6975,4.5933,512,279,0.545809,CO(2-1),-4795.8106,-6361.72,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_X9976,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.71305,8.57397,2.715532e+13,2880.0000,4,coarse,2.5124,4.9342,512,408,0.797271,CS(5-4),-4975.0644,-6214.53,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_X9976,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.78633,8.94088,2.831738e+13,2904.0000,4,coarse,2.7889,4.2079,512,224,0.438596,CS(5-4),-2459.4394,-3046.78,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_Xa63d,1.3016,223.085939,224.914064,15625000.0000,1843750000.0,2998.80,,1.33089,6.66037,2.109459e+13,2688.0000,4,coarse,3.2945,4.6219,512,79,0.155945,13CO(2-1),3983.8144,5331.77,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_Xa63d,1.3016,225.085939,226.914064,15625000.0000,1843750000.0,2998.80,,1.25455,6.2784,1.988484e+13,2712.0000,4,coarse,2.2822,4.5265,512,456,0.890838,CO(2-1),-4920.8106,-6527.53,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_Xa63d,1.3016,239.085936,240.914061,15625000.0000,1843750000.0,2998.80,,1.3918,6.96606,2.206277e+13,2880.0000,4,coarse,3.0186,4.5024,512,136,0.267057,CS(5-4),-4896.9394,-6116.94,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_X1077d5b_Xa63d,1.3016,241.085936,242.914061,15625000.0000,1843750000.0,2998.80,,1.44463,7.23063,2.290073e+13,2904.0000,4,coarse,2.5312,4.1909,512,341,0.666667,CS(5-4),-2818.8144,-3491.98,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xbcef34_X2720,1.3020,223.132812,224.867188,15625000.0000,1750000000.0,453.60,,8.19007,41.0527,1.300994e+14,2688.0000,2,coarse,3.3322,4.6428,512,36,0.072125,13CO(2-1),4405.6875,5896.39,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xbcef34_X2720,1.3020,225.132812,226.867188,15625000.0000,1750000000.0,453.60,,8.02664,40.2353,1.275090e+14,2712.0000,2,coarse,2.5916,4.1417,512,251,0.491228,CO(2-1),-3873.9375,-5138.84,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xbcef34_X2720,1.3020,239.132813,240.867188,15625000.0000,1750000000.0,453.60,,8.79272,44.0898,1.397242e+14,2880.0000,2,coarse,1.9656,4.2142,512,484,0.945419,CS(5-4),-5068.8125,-6331.63,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xbcef34_X2720,1.3020,241.132813,242.867188,15625000.0000,1750000000.0,453.60,,9.37445,47.0091,1.489756e+14,2904.0000,2,coarse,2.5505,3.8853,512,203,0.397661,CS(5-4),-2787.5625,-3453.27,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X140ee,1.3020,223.085939,224.914064,15625000.0000,1843750000.0,60.48,,15.1693,75.95,2.406917e+14,2688.0000,2,coarse,2.7286,4.4373,512,168,0.329435,13CO(2-1),3827.5644,5122.66,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X140ee,1.3020,225.085939,226.914064,15625000.0000,1843750000.0,60.48,,14.3236,71.7175,2.272785e+14,2712.0000,2,coarse,3.0663,4.2935,512,108,0.212476,CO(2-1),-4436.4356,-5885.00,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X140ee,1.3020,239.085936,240.914061,15625000.0000,1843750000.0,60.48,,15.81,79.1737,2.509077e+14,2880.0000,2,coarse,2.8993,4.8188,512,117,0.230019,CS(5-4),-4771.9394,-5960.80,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X140ee,1.3020,241.085936,242.914061,15625000.0000,1843750000.0,60.48,,16.5727,82.9951,2.630182e+14,2904.0000,2,coarse,2.4923,4.2927,512,288,0.563353,CS(5-4),-3568.8144,-4421.09,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X8bda,1.3020,223.085939,224.914064,15625000.0000,1843750000.0,60.48,,11.8662,59.4149,1.882907e+14,2688.0000,2,coarse,2.8277,4.1481,512,126,0.247563,13CO(2-1),4374.4394,5854.57,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X8bda,1.3020,225.085939,226.914064,15625000.0000,1843750000.0,60.48,,10.9821,54.9896,1.742665e+14,2712.0000,2,coarse,3.0893,4.4985,512,88,0.173489,13CO(2-1),4796.3144,6362.38,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X8bda,1.3020,239.085936,240.914061,15625000.0000,1843750000.0,60.48,,11.8932,59.5627,1.887591e+14,2880.0000,2,coarse,2.4388,4.6692,512,291,0.569201,CS(5-4),-5318.8144,-6643.92,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdb7ab7_X8bda,1.3020,241.085936,242.914061,15625000.0000,1843750000.0,60.48,,12.6668,63.4385,2.010416e+14,2904.0000,2,coarse,2.9317,4.2003,512,109,0.214425,CS(5-4),-3631.3144,-4498.52,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdbc154_X138c,1.3020,223.085939,224.914064,15625000.0000,1843750000.0,60.48,,13.8345,69.2654,2.195078e+14,2688.0000,2,coarse,2.2093,3.9360,512,388,0.758285,13CO(2-1),3843.1894,5143.57,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdbc154_X138c,1.3020,225.085939,226.914064,15625000.0000,1843750000.0,60.48,,12.9704,64.9404,2.058014e+14,2712.0000,2,coarse,2.2395,4.2744,512,389,0.760234,CO(2-1),-4639.5606,-6154.45,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdbc154_X138c,1.3020,239.085936,240.914061,15625000.0000,1843750000.0,60.48,,14.2453,71.336,2.260696e+14,2880.0000,2,coarse,4.3238,4.1254,512,0,0.001949,CS(5-4),-4553.1894,-5687.55,False,True,searched,
Proxima Cen,Proxima Cen,6,A002_Xdbc154_X138c,1.3020,241.085936,242.914061,15625000.0000,1843750000.0,60.48,,14.9323,74.7781,2.369779e+14,2904.0000,2,coarse,2.9471,3.7165,512,69,0.136452,CS(5-4),-3131.3144,-3879.11,False,False,searched,
Proxima Cen,Proxima Cen,6,A002_Xdc0d09_X1938,1.3020,223.085939,224.914064,15625000.0000,1843750000.0,60.48,,17.8116,89.1691,2.825841e+14,2688.0000,2,coarse,2.0788,3.9502,512,444,0.867446,13CO(2-1),4093.1894,5478.16,False,False,searched,
