window,target,band,chanw_Hz,n_int,n_chan,span_s,n_drift,pb_arcsec,array,amp_sigma,realisation,inj_flux_Jy,inj_chan,inj_drift_Hz_s,rec_snr,rec_chan,rec_drift_Hz_s,global_max_snr,drift_matched,detected
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,5,0.022703719440158452,187,-1974.8069,8.302,187,-1974.8069,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,6,0.02262449276699266,643,-1612.305,6.225,643,-1612.305,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,7,0.022787856574806933,161,-706.0505,10.228,161,-524.7996,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,8,0.02243535126661085,397,-2699.8105,4.814,397,-2699.8105,19.184,True,False
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,9,0.02226788433898536,785,-3062.3123,6.326,785,-3062.3123,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,10,0.02573462877609477,1344,2918.9677,7.572,1343,2375.215,19.184,False,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,11,0.025983129118892487,1414,-524.7996,8.1,1414,-524.7996,19.141,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,12,0.022941205114415726,1193,-2337.3087,6.314,1193,-2337.3087,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,13,0.023476730731012897,901,4006.4732,6.276,901,4006.4732,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,14,0.02354251375816652,862,-343.5487,6.512,862,-524.7996,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,6,15,0.02350999600935069,809,2918.9677,6.712,809,2918.9677,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,0,0.026593231516558746,1533,1287.7095,7.214,1533,1287.7095,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,1,0.02822092586326769,1164,2737.7168,8.175,1164,2737.7168,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,2,0.028437729783819046,464,925.2077,6.959,464,925.2077,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,3,0.025131019798049936,685,-1249.8032,7.13,685,-1249.8032,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,4,0.028811962367509554,743,2193.9641,7.335,743,2193.9641,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,5,0.027751323427063813,1235,-1068.5523,6.585,1235,-1068.5523,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,6,0.03192059224516552,1551,3462.7204,5.616,1551,3462.7204,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,7,0.02544911847996016,1058,-1974.8069,8.227,1058,-1974.8069,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,8,0.028542394170885214,1507,2012.7132,8.236,1507,2012.7132,19.165,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,9,0.028213356879047108,805,-343.5487,6.8,805,-343.5487,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,10,0.024803825326600977,924,-4149.8178,5.991,924,-4149.8178,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,11,0.02716933758472497,1260,-3606.065,6.538,1260,-3606.065,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,12,0.026564735085668506,565,-1431.0541,8.254,565,-1431.0541,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,13,0.027005060617364334,1484,2193.9641,6.99,1484,2193.9641,19.162,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,14,0.029632056287472966,697,2012.7132,7.459,697,2012.7132,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,7,15,0.030150196881879424,1508,200.2041,7.885,1508,200.2041,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,0,0.03232300542608027,1222,-3787.3159,8.289,1222,-3787.3159,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,1,0.03233210637732428,1612,743.9568,8.486,1612,743.9568,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,2,0.029987363943932335,1387,-2518.5596,6.187,1387,-2518.5596,18.839,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,3,0.033208974980267654,1221,-2337.3087,7.841,1221,-2337.3087,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,4,0.033498778992028334,492,-887.3014,7.066,492,-887.3014,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,5,0.0302743384509651,921,-1431.0541,9.093,921,-1431.0541,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,6,0.03222935847423486,149,1831.4622,7.475,149,1831.4622,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,7,0.030429379561328275,967,-3424.8141,7.442,967,-3424.8141,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,8,0.03142510981168573,655,3825.2223,5.876,655,3825.2223,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,9,0.030144001839429873,1200,2375.215,6.841,1200,2193.9641,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,10,0.032836838572641164,1470,-3606.065,8.991,1470,3825.2223,19.151,False,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,11,0.029906023996878382,1576,200.2041,6.895,1576,200.2041,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,12,0.030821903418567543,1137,-1431.0541,7.53,1137,-1431.0541,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,13,0.03329160495466934,1081,3281.4695,6.931,1081,3281.4695,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,14,0.03486150881522896,1613,-2518.5596,8.06,1613,-2518.5596,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,8,15,0.03213132302553269,427,4006.4732,7.078,427,4006.4732,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,0,0.038434504433251096,1206,-887.3014,9.799,1206,-887.3014,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,1,0.038967091909494135,198,-2881.0614,10.138,198,-2881.0614,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,2,0.043368015157906004,1317,2737.7168,10.485,1317,2737.7168,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,3,0.042145782957275224,734,562.7059,11.407,734,562.7059,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,4,0.04251125578194768,307,-1249.8032,9.091,307,-1249.8032,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,5,0.039363109814539984,244,2375.215,10.144,244,2375.215,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,6,0.03781687432448102,1125,2375.215,8.61,1125,2375.215,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,7,0.0402515206048155,376,-1793.5559,10.717,376,-1793.5559,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,8,0.03732348339980433,751,-3062.3123,11.398,751,-3062.3123,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,9,0.04084536135344512,94,18.9532,9.377,94,-162.2978,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,10,0.03717672772156707,911,2918.9677,9.761,911,2918.9677,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,11,0.03621636686022222,822,4006.4732,15.126,821,-343.5487,19.184,False,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,12,0.03464349162791682,74,-3787.3159,13.593,74,-3787.3159,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,13,0.04160298081334654,578,3281.4695,10.365,578,3281.4695,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,14,0.04327040576120992,1593,4187.7241,10.791,1593,4187.7241,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,10,15,0.036595126638503686,565,1831.4622,11.316,565,1831.4622,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,0,0.0518806345262092,1661,3462.7204,11.312,1661,3462.7204,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,1,0.04543115080653295,1493,2556.4659,13.314,1492,-1431.0541,18.984,False,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,2,0.047765803527104696,274,18.9532,10.975,274,-162.2978,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,3,0.051413327458578496,1387,562.7059,11.508,1387,562.7059,19.135,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,4,0.04796962860130975,1495,-1431.0541,13.43,1496,381.455,19.144,False,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,5,0.04404905626762609,837,-343.5487,12.221,837,-343.5487,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,6,0.04397482297456564,999,-3968.5669,10.418,999,-3968.5669,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,7,0.03851947893326299,1491,3825.2223,14.51,1491,3825.2223,18.987,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,8,0.04266101120138239,351,743.9568,9.17,351,743.9568,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,9,0.050337469007737175,1309,562.7059,11.469,1309,562.7059,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,10,0.05054659185049228,671,2012.7132,11.619,671,2012.7132,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,11,0.04337290208150368,974,-524.7996,11.66,974,-524.7996,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,12,0.04905656325014346,162,4006.4732,12.111,162,4006.4732,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,13,0.05072732403664401,943,2375.215,11.522,943,2375.215,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,14,0.046142889038449375,677,200.2041,13.071,677,200.2041,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,12,15,0.048857613671234215,1286,-1068.5523,10.017,1286,-1068.5523,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,0,0.05824419350362106,783,-3243.5632,13.698,783,-3243.5632,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,1,0.06385115033979727,511,-3243.5632,15.65,511,-3243.5632,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,2,0.061684961552558336,992,-1249.8032,15.336,992,-1249.8032,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,3,0.06050464055662097,1043,-1249.8032,15.182,1043,-1249.8032,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,4,0.06338176357786574,125,200.2041,13.861,125,200.2041,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,5,0.051131103713029626,1005,-1974.8069,13.51,1005,-1974.8069,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,6,0.060453701180093265,664,2737.7168,14.82,664,2737.7168,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,7,0.04742894814802173,1020,-3062.3123,17.153,1020,-3062.3123,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,8,0.05730562957894851,1358,-3968.5669,12.229,1358,-3968.5669,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,9,0.059862846205813516,1583,-2156.0578,13.959,1583,-2156.0578,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,10,0.05789253445841958,761,-3062.3123,16.24,761,-3062.3123,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,11,0.061791917661051854,553,1106.4586,14.054,553,1106.4586,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,12,0.055791330865317644,1270,743.9568,14.286,1270,743.9568,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,13,0.060245021135277264,1028,-2881.0614,14.348,1028,-2881.0614,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,14,0.05695591179480766,829,-3968.5669,15.567,829,-3968.5669,19.184,True,True
A002_Xd9398d_X322a_spw3,j1256-1257_B7,7,976562.5,360,1768,2694.0,47,18.2,12m,15,15,0.061269982805177654,727,1106.4586,14.365,727,1106.4586,19.184,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,0,0.009468581018170994,679,-3706.0773,3.424,678,-379.1698,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,1,0.009164154088982015,1294,-3995.3737,1.692,1293,2947.7377,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,2,0.009899166511844736,976,1067.3117,3.313,976,-3995.3737,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,3,0.011066789647513333,1692,-89.8735,2.389,1692,-89.8735,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,4,0.009291950568051181,1370,-2114.9477,3.618,1369,2079.8488,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,5,0.010333561188004924,353,4104.9229,3.689,353,3237.034,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,6,0.010217970767137213,220,-234.5217,3.742,220,199.4228,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,7,0.009416000289193788,934,1356.608,3.416,934,1356.608,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,8,0.009688022543255143,1268,-2404.244,3.462,1269,-1536.355,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,9,0.008814066716799709,1085,-2693.5403,4.17,1085,-2693.5403,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,10,0.010419423689030705,98,2224.4969,2.909,98,2224.4969,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,11,0.008923967903091494,1199,2369.1451,2.665,1199,2369.1451,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,12,0.009846684240080958,144,488.7191,2.149,143,-668.4661,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,13,0.009740396205825971,510,-2114.9477,3.374,510,-2114.9477,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,14,0.009783466327798928,832,922.6636,26.15,832,-813.1143,26.15,False,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,3,15,0.00864560148825056,1196,-2693.5403,3.104,1197,-2259.5958,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,0,0.012582075903609725,76,4104.9229,4.116,76,4104.9229,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,1,0.013420751271753776,1305,778.0154,4.303,1305,778.0154,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,2,0.010849059107706263,634,1211.9599,6.623,633,-2404.244,26.459,False,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,3,0.013936665466558728,756,-2838.1884,4.726,756,-2838.1884,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,4,0.012553273028984395,916,3670.9785,3.711,916,3670.9785,26.455,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,5,0.012933826624753432,479,3960.2748,18.889,480,-3127.4847,26.459,False,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,6,0.012938145210420275,749,344.071,3.889,749,344.071,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,7,0.013559496864855412,119,-813.1143,2.414,119,-957.7624,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,8,0.013880116115525809,384,2369.1451,4.67,384,2369.1451,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,9,0.013795804039752682,1660,3815.6266,4.507,1660,3815.6266,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,10,0.013415685398601369,377,-3416.781,4.886,377,-3416.781,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,11,0.0141037796464059,185,4104.9229,5.633,185,4104.9229,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,12,0.012010287363636924,778,-2982.8366,6.749,778,-2982.8366,26.453,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,13,0.013093780320355438,426,-2982.8366,5.058,427,-2548.8921,26.459,False,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,14,0.012689419845927266,1060,-1681.0032,3.985,1060,3815.6266,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,4,15,0.014298680637870957,203,-3850.7255,3.546,204,-2548.8921,26.459,False,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,0,0.0153132360233346,474,-2548.8921,6.852,474,-2548.8921,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,1,0.0162718271017321,1564,2513.7933,5.904,1564,2513.7933,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,2,0.015857893322060227,1408,-3416.781,4.748,1408,-3416.781,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,3,0.01598755577269034,481,-2838.1884,19.948,481,-2693.5403,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,4,0.01553935436469889,580,-3850.7255,4.943,580,-3850.7255,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,5,0.017496362838041398,202,1211.9599,5.566,202,1211.9599,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,6,0.015497003666366752,481,1501.2562,19.031,480,-3127.4847,26.459,False,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,7,0.015274463125462275,1520,-89.8735,6.38,1519,-1681.0032,26.459,False,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,8,0.014404860664595984,1050,1645.9043,3.421,1050,1501.2562,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,9,0.017030105830749268,338,-1391.7069,4.754,338,-1391.7069,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,10,0.015478381886904403,1592,3092.3859,3.5,1592,3092.3859,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,11,0.01722258787066961,1547,2803.0896,4.416,1547,2803.0896,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,12,0.017083133667674458,120,778.0154,6.443,120,778.0154,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,13,0.016254534279022143,657,344.071,5.331,657,344.071,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,14,0.015991523099241598,985,-3850.7255,4.593,985,-3850.7255,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,5,15,0.01694323365385228,1394,1211.9599,4.595,1394,1211.9599,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,6,0,0.019341414203001273,852,1645.9043,6.948,852,1645.9043,26.439,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,6,1,0.017012682654125706,994,1790.5525,4.252,994,1790.5525,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,6,2,0.01926335188659131,674,3815.6266,4.939,674,3815.6266,26.459,True,False
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,6,3,0.021159703708142304,1492,3092.3859,6.33,1492,3092.3859,26.459,True,True
A002_Xbbadbe_X3846_spw25,hd92945_B7,7,976562.5,465,1768,3375.6,59,18.2,12m,6,4,0.019256672305073885,1221,-4140.0218,6.496,1221,-4140.0218,26.459,True,True
