trial,target,window,band,chanw_Hz,klass,n_int,n_chan,inj_chan,amp_sigma,dwell,realisation,sigma_per_int,recovered_snr,peak_chan,detected
3134,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2498,10,1.0,2,0.19313585607111453,42.693786247347454,2498,True
3135,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2946,10,1.0,3,0.19313585607111453,42.18361182537892,2946,True
3136,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2122,10,1.0,4,0.19313585607111453,41.441242127085694,2122,True
3137,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,202,10,1.0,5,0.19313585607111453,42.32242927504213,202,True
3138,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1105,10,0.75,0,0.19313585607111453,33.18628331809759,1105,True
3139,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,497,10,0.75,1,0.19313585607111453,32.07693418430794,497,True
3140,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3415,10,0.75,2,0.19313585607111453,32.02644569909006,3415,True
3141,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1599,10,0.75,3,0.19313585607111453,31.167684823611033,1599,True
3142,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1179,10,0.75,4,0.19313585607111453,30.731161553086686,1179,True
3143,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1729,10,0.75,5,0.19313585607111453,31.28448149323852,1729,True
3144,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2829,10,0.5,0,0.19313585607111453,19.951523991511433,2829,True
3145,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3292,10,0.5,1,0.19313585607111453,19.752481234792775,3292,True
3146,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2293,10,0.5,2,0.19313585607111453,21.2247762309357,2293,True
3147,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1110,10,0.5,3,0.19313585607111453,20.532242922439902,1110,True
3148,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,358,10,0.5,4,0.19313585607111453,20.652888515792714,358,True
3149,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1141,10,0.5,5,0.19313585607111453,19.598689232778387,1141,True
3150,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,644,10,0.4,0,0.19313585607111453,15.908801039767377,644,True
3151,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,107,10,0.4,1,0.19313585607111453,0.0,1287,False
3152,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3462,10,0.4,2,0.19313585607111453,18.3618223940027,3462,True
3153,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3388,10,0.4,3,0.19313585607111453,15.5784083548524,3388,True
3154,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2086,10,0.4,4,0.19313585607111453,14.29357352573648,2086,True
3155,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1526,10,0.4,5,0.19313585607111453,16.98922682126856,1526,True
3156,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,838,10,0.25,0,0.19313585607111453,9.922672945445536,838,True
3157,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1564,10,0.25,1,0.19313585607111453,11.295652774123422,1564,True
3158,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2369,10,0.25,2,0.19313585607111453,9.309243415359264,2369,True
3159,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3987,10,0.25,3,0.19313585607111453,0.0,1287,False
3160,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2460,10,0.25,4,0.19313585607111453,9.180140013853773,2460,True
3161,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1564,10,0.25,5,0.19313585607111453,11.1900348131955,1564,True
3162,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3159,10,0.1,0,0.19313585607111453,3.7652809178610083,3159,False
3163,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1130,10,0.1,1,0.19313585607111453,5.323598891815818,1130,True
3164,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1693,10,0.1,2,0.19313585607111453,3.7854502137637738,1693,False
3165,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2240,10,0.1,3,0.19313585607111453,4.294940844157313,2240,False
3166,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,923,10,0.1,4,0.19313585607111453,4.69891305902096,923,False
3167,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1399,10,0.1,5,0.19313585607111453,2.070574523482452,1287,False
3168,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3100,15,1.0,0,0.19313585607111453,64.0213410323127,3100,True
3169,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3056,15,1.0,1,0.19313585607111453,64.54853058166769,3056,True
3170,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,306,15,1.0,2,0.19313585607111453,63.07573156833299,306,True
3171,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2901,15,1.0,3,0.19313585607111453,60.43467384568489,2901,True
3172,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3878,15,1.0,4,0.19313585607111453,62.104722459962865,3878,True
3173,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2383,15,1.0,5,0.19313585607111453,62.046485143079494,2383,True
3174,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3729,15,0.75,0,0.19313585607111453,49.28697971991886,3729,True
3175,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,332,15,0.75,1,0.19313585607111453,48.28337037278988,332,True
3176,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1882,15,0.75,2,0.19313585607111453,47.07928104410336,1882,True
3177,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3793,15,0.75,3,0.19313585607111453,49.4378903509736,3793,True
3178,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1507,15,0.75,4,0.19313585607111453,48.3665519611431,1507,True
3179,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1805,15,0.75,5,0.19313585607111453,48.46774992912067,1805,True
3180,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,4025,15,0.5,0,0.19313585607111453,0.0,1287,False
3181,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1667,15,0.5,1,0.19313585607111453,27.8906910824779,1667,True
3182,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3732,15,0.5,2,0.19313585607111453,29.613027356916174,3732,True
3183,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1302,15,0.5,3,0.19313585607111453,29.396689488611646,1302,True
3184,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,188,15,0.5,4,0.19313585607111453,30.369088402721356,188,True
3185,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3099,15,0.5,5,0.19313585607111453,29.27156472899701,3099,True
3186,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3440,15,0.4,0,0.19313585607111453,25.12237792534889,3440,True
3187,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,717,15,0.4,1,0.19313585607111453,26.58364887335834,717,True
3188,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3637,15,0.4,2,0.19313585607111453,22.28362470663128,3637,True
3189,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3151,15,0.4,3,0.19313585607111453,24.698842860286046,3151,True
3190,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3993,15,0.4,4,0.19313585607111453,0.0,1287,False
3191,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3063,15,0.4,5,0.19313585607111453,24.253232715105057,3063,True
3192,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1618,15,0.25,0,0.19313585607111453,16.729554541166237,1618,True
3193,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2622,15,0.25,1,0.19313585607111453,15.0109031648989,2622,True
3194,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2037,15,0.25,2,0.19313585607111453,16.63869120196608,2037,True
3195,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1916,15,0.25,3,0.19313585607111453,14.247034238342671,1916,True
3196,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2354,15,0.25,4,0.19313585607111453,13.513915665166815,2354,True
3197,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1832,15,0.25,5,0.19313585607111453,15.517484285109274,1832,True
3198,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1176,15,0.1,0,0.19313585607111453,5.367214617804347,1176,True
3199,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3524,15,0.1,1,0.19313585607111453,7.035168077964031,3524,True
3200,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1722,15,0.1,2,0.19313585607111453,7.488668551171991,1722,True
3201,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1568,15,0.1,3,0.19313585607111453,4.15422422201225,1568,False
3202,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2508,15,0.1,4,0.19313585607111453,5.467119693513945,2508,True
3203,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2120,15,0.1,5,0.19313585607111453,6.400904867294109,2120,True
3204,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,411,20,1.0,0,0.19313585607111453,83.74086528284387,411,True
3205,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,749,20,1.0,1,0.19313585607111453,84.05922945466234,749,True
3206,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1047,20,1.0,2,0.19313585607111453,83.98235953309242,1047,True
3207,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,184,20,1.0,3,0.19313585607111453,83.443753909177,184,True
3208,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1323,20,1.0,4,0.19313585607111453,84.18717843341797,1323,True
3209,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,330,20,1.0,5,0.19313585607111453,86.13403033453021,330,True
3210,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2790,20,0.75,0,0.19313585607111453,64.26453239842067,2790,True
3211,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2839,20,0.75,1,0.19313585607111453,66.11154324378529,2839,True
3212,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,467,20,0.75,2,0.19313585607111453,63.974960156361554,467,True
3213,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3919,20,0.75,3,0.19313585607111453,62.26051023922174,3919,True
3214,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3652,20,0.75,4,0.19313585607111453,62.76656827469808,3652,True
3215,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,626,20,0.75,5,0.19313585607111453,65.38920559590176,626,True
3216,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2253,20,0.5,0,0.19313585607111453,39.75182816376379,2253,True
3217,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1129,20,0.5,1,0.19313585607111453,40.523815574848676,1129,True
3218,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1310,20,0.5,2,0.19313585607111453,41.65085941997311,1310,True
3219,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2291,20,0.5,3,0.19313585607111453,38.92197797261706,2291,True
3220,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3688,20,0.5,4,0.19313585607111453,40.838952208497574,3688,True
3221,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,932,20,0.5,5,0.19313585607111453,40.597067437615586,932,True
3222,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2072,20,0.4,0,0.19313585607111453,32.13888030986862,2072,True
3223,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2424,20,0.4,1,0.19313585607111453,32.06175484828005,2424,True
3224,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2508,20,0.4,2,0.19313585607111453,32.58768595875758,2508,True
3225,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,473,20,0.4,3,0.19313585607111453,31.770779470569927,473,True
3226,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2439,20,0.4,4,0.19313585607111453,31.738262647985447,2439,True
3227,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3789,20,0.4,5,0.19313585607111453,32.400708211851985,3789,True
3228,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,465,20,0.25,0,0.19313585607111453,19.285524737644856,465,True
3229,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,3336,20,0.25,1,0.19313585607111453,19.94280403272399,3336,True
3230,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1656,20,0.25,2,0.19313585607111453,21.1517374003501,1656,True
3231,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1091,20,0.25,3,0.19313585607111453,19.63137208917664,1091,True
3232,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1963,20,0.25,4,0.19313585607111453,21.622146409773976,1963,True
3233,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2131,20,0.25,5,0.19313585607111453,22.072567653526203,2131,True
3234,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1667,20,0.1,0,0.19313585607111453,6.334075794764386,1667,True
3235,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2404,20,0.1,1,0.19313585607111453,7.7375319055394245,2404,True
3236,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,876,20,0.1,2,0.19313585607111453,7.175935798104198,876,True
3237,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2707,20,0.1,3,0.19313585607111453,7.036118525196615,2707,True
3238,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,1997,20,0.1,4,0.19313585607111453,8.927071991775081,1997,True
3239,ALMA_J153702653-33192492_B6,A002_X1009c59_X1ba4d_spw4,6,488281.25,fine,21,4096,2729,20,0.1,5,0.19313585607111453,7.650263010410362,2729,True
3240,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1841,2,1.0,0,0.23961267330050467,36.66394298962659,1841,True
3241,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,469,2,1.0,1,0.23961267330050467,33.252278354118786,469,True
3242,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,551,2,1.0,2,0.23961267330050467,36.891814063834936,551,True
3243,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,344,2,1.0,3,0.23961267330050467,34.451681540626495,344,True
3244,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1521,2,1.0,4,0.23961267330050467,37.22575943130906,1521,True
3245,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,590,2,1.0,5,0.23961267330050467,34.297176327332316,590,True
3246,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1032,2,0.75,0,0.23961267330050467,27.66621372932469,1032,True
3247,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,469,2,0.75,1,0.23961267330050467,24.378644487671366,469,True
3248,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1830,2,0.75,2,0.23961267330050467,26.550303766503024,1830,True
3249,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,915,2,0.75,3,0.23961267330050467,25.467804419240757,915,True
3250,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,651,2,0.75,4,0.23961267330050467,26.403745862966833,651,True
3251,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,299,2,0.75,5,0.23961267330050467,26.307784234147604,299,True
3252,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1115,2,0.5,0,0.23961267330050467,18.46438190057917,1115,True
3253,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,360,2,0.5,1,0.23961267330050467,19.25419559677505,360,True
3254,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,122,2,0.5,2,0.23961267330050467,18.444360134565827,122,True
3255,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,684,2,0.5,3,0.23961267330050467,16.82860737313715,684,True
3256,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1189,2,0.5,4,0.23961267330050467,18.35753224551506,1189,True
3257,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1735,2,0.5,5,0.23961267330050467,16.986436909244652,1735,True
3258,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,953,2,0.4,0,0.23961267330050467,15.357223738645672,953,True
3259,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1108,2,0.4,1,0.23961267330050467,15.610206916293599,1108,True
3260,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,364,2,0.4,2,0.23961267330050467,15.140698339837822,364,True
3261,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,245,2,0.4,3,0.23961267330050467,15.227026844206225,245,True
3262,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,607,2,0.4,4,0.23961267330050467,14.69210603874154,607,True
3263,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,414,2,0.4,5,0.23961267330050467,14.551143231335233,414,True
3264,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,382,2,0.25,0,0.23961267330050467,8.337786688110006,382,True
3265,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1222,2,0.25,1,0.23961267330050467,8.93082897604499,1222,True
3266,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,68,2,0.25,2,0.23961267330050467,8.454741825471022,68,True
3267,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1720,2,0.25,3,0.23961267330050467,9.167798293840265,1720,True
3268,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,958,2,0.25,4,0.23961267330050467,8.741986277759015,958,True
3269,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1584,2,0.25,5,0.23961267330050467,10.108761538253876,1584,True
3270,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1606,2,0.1,0,0.23961267330050467,3.7526994357964982,1606,False
3271,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1093,2,0.1,1,0.23961267330050467,4.0691621554193915,1093,False
3272,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1610,2,0.1,2,0.23961267330050467,4.2376379034200795,1610,False
3273,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1763,2,0.1,3,0.23961267330050467,2.811112429627417,1818,False
3274,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,684,2,0.1,4,0.23961267330050467,2.790786112021817,1818,False
3275,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,838,2,0.1,5,0.23961267330050467,5.191861447323281,838,True
3276,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1226,3,1.0,0,0.23961267330050467,53.69851309784392,1226,True
3277,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,158,3,1.0,1,0.23961267330050467,51.258803397358676,158,True
3278,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,541,3,1.0,2,0.23961267330050467,52.25494567027872,541,True
3279,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,308,3,1.0,3,0.23961267330050467,51.633287194046446,308,True
3280,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,252,3,1.0,4,0.23961267330050467,52.71388832967666,252,True
3281,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1791,3,1.0,5,0.23961267330050467,52.23131935858252,1791,True
3282,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1707,3,0.75,0,0.23961267330050467,38.972982737402184,1707,True
3283,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,185,3,0.75,1,0.23961267330050467,38.325567109782035,185,True
3284,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1228,3,0.75,2,0.23961267330050467,38.36897279235533,1228,True
3285,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1557,3,0.75,3,0.23961267330050467,38.82739626898839,1557,True
3286,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,230,3,0.75,4,0.23961267330050467,40.4153877297624,230,True
3287,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1651,3,0.75,5,0.23961267330050467,39.534640246525456,1651,True
3288,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,427,3,0.5,0,0.23961267330050467,23.79576067240022,427,True
3289,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,740,3,0.5,1,0.23961267330050467,27.700038381047335,740,True
3290,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,989,3,0.5,2,0.23961267330050467,27.73175440428406,989,True
3291,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1026,3,0.5,3,0.23961267330050467,28.247427658489478,1026,True
3292,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,274,3,0.5,4,0.23961267330050467,26.66643390737518,274,True
3293,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,918,3,0.5,5,0.23961267330050467,27.249288778202555,918,True
3294,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1575,3,0.4,0,0.23961267330050467,21.869567741177722,1575,True
3295,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,941,3,0.4,1,0.23961267330050467,19.74742533209791,941,True
3296,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,184,3,0.4,2,0.23961267330050467,22.020253763781543,184,True
3297,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,142,3,0.4,3,0.23961267330050467,21.038751998596965,142,True
3298,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,1637,3,0.4,4,0.23961267330050467,20.25669906597048,1637,True
3299,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,824,3,0.4,5,0.23961267330050467,22.216254271515965,824,True
3300,HD_31392_B6,A002_X128b034_X187cc_spw3,6,976562.5,fine,490,1920,180,3,0.25,0,0.23961267330050467,13.037918238184234,180,True
