star_name,system_id,band,eb,dist_pc,flo_GHz,fhi_GHz,chanw_Hz,bandwidth_Hz,on_source_s,n_int,rms_mJy,smin_mJy,eirp_nominal_W,eirp_hanning_centred_W,eirp_hanning_worst_W,drift_max_Hz_s,a_max_m_s2,n_drift_trials,eta_drift,eta_smear,resolution_class,search_class,star_snr,ctrl_max_snr,n_ctrl,n_ctrl_ge_star,p_rank_addone,f_cross_GHz,nearest_line,line_offset_MHz,line_offset_kms,ring_centre,theta_pb_arcsec,r_in_arcsec,r_out_arcsec,n_control,ring_seed,crossing,stage1_flag,disposition
NAME AT Mic AB Gaia DR3 6792436799475128960,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.9214,335.066687,336.801062,15625000.0000,1734375000.0,1257.98,208,0.32018,1.62862,2.997081e+14,5.994162e+14,7.992216e+14,4031.2065,3.598,3,0.3246,1.0000,coarse,B,2.6243,4.0297,512,266,0.520468,336.301062,CO(3-2),-9494.9383,-8231.764,star,18.714,2.620,14.597,512,20260825,False,False,
NAME AT Mic AB Gaia DR3 6792436799475128960,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.9214,345.175825,346.900923,488281.2500,1725097656.2,876.96,145,1.98814,10.12359,5.821869e+13,1.164374e+14,1.552498e+14,4152.4605,3.598,39,7.458,0.9989,fine,A,4.7119,5.5542,512,78,0.153996,346.136275,CO(3-2),340.2746,295.006,star,18.168,2.543,14.171,512,20260825,False,False,
NAME AT Mic AB Gaia DR3 6792436799475128960,NAME AT Mic AB  Gaia DR3 6792436799475128960,7,A002_Xcd97a1_X3f1e,9.9214,347.066687,348.801062,15625000.0000,1734375000.0,1257.98,208,0.37987,1.93469,3.560314e+14,7.120627e+14,9.494170e+14,4175.2065,3.598,3,0.3361,1.0000,coarse,B,3.2043,4.7672,512,66,0.130604,347.613562,CO(3-2),1817.5617,1575.759,star,18.069,2.530,14.094,512,20260825,False,False,
gam Vir,gam Vir,6,A002_Xd95042_X2d99,12.0202,223.085938,224.914062,15625000.0000,1828125000.0,2183.33,1083,0.18429,0.92189,2.490190e+14,4.980380e+14,6.640507e+14,2688.0000,3.598,3,0.3756,1.0000,coarse,B,3.4618,4.5720,512,23,0.046784,224.429688,13CO(2-1),4030.6875,5482.646,star,28.066,3.929,21.891,512,20260825,False,False,
gam Vir,gam Vir,6,A002_Xd95042_X2d99,12.0202,225.085938,226.914062,15625000.0000,1828125000.0,2183.33,1083,0.16577,0.82927,2.240005e+14,4.480009e+14,5.973345e+14,2712.0000,3.598,3,0.379,1.0000,coarse,B,3.9477,4.0456,512,2,0.005848,226.648438,CO(2-1),-3889.5625,-5058.001,star,27.817,3.894,21.698,512,20260825,False,False,
gam Vir,gam Vir,6,A002_Xd95042_X2d99,12.0202,239.085938,240.914063,15625000.0000,1828125000.0,2183.33,1083,0.18458,0.92342,2.494317e+14,4.988635e+14,6.651513e+14,2880.0000,3.598,3,0.4024,1.0000,coarse,B,2.2400,4.2558,512,425,0.830409,239.992188,CS(5-4),-4943.8125,-6051.041,star,26.195,3.667,20.432,512,20260825,False,False,
gam Vir,gam Vir,6,A002_Xd95042_X2d99,12.0202,241.085938,242.914063,15625000.0000,1828125000.0,2183.33,1083,0.19194,0.96027,2.593843e+14,5.187687e+14,6.916915e+14,2904.0000,3.598,3,0.4058,1.0000,coarse,B,2.8683,4.0737,512,146,0.286550,241.585938,CS(5-4),-3350.0625,-4100.351,star,25.978,3.637,20.263,512,20260825,False,False,
gam Vir,gam Vir,7,A002_Xd6ebab_X41a3,12.0202,335.580512,337.408637,15625000.0000,1828125000.0,1880.93,933,0.32767,1.64046,4.431155e+14,8.862311e+14,1.181641e+15,4037.9349,3.598,4,0.4861,1.0000,coarse,B,2.2262,5.5069,512,470,0.918129,336.736762,CO(3-2),-9059.2375,-7854.027,star,18.683,2.616,14.573,512,20260825,False,False,
gam Vir,gam Vir,7,A002_Xd6ebab_X41a3,12.0202,337.518012,339.346137,15625000.0000,1828125000.0,1880.93,933,0.28570,1.43037,3.863690e+14,7.727380e+14,1.030317e+15,4061.1849,3.598,4,0.4889,1.0000,coarse,B,3.0285,4.4667,512,139,0.272904,338.518012,CO(3-2),-7277.9875,-6309.748,star,18.576,2.601,14.489,512,20260825,False,False,
gam Vir,gam Vir,7,A002_Xd6ebab_X41a3,12.0202,347.580512,349.408637,15625000.0000,1828125000.0,1880.93,933,0.30924,1.54834,4.182334e+14,8.364667e+14,1.115289e+15,4181.9349,3.598,4,0.5034,1.0000,coarse,B,2.9964,4.2865,512,133,0.261209,348.330512,CO(3-2),2534.5125,2197.329,star,18.040,2.526,14.071,512,20260825,False,False,
gam Vir,gam Vir,7,A002_Xd6ebab_X41a3,12.0202,349.580512,351.408637,15625000.0000,1828125000.0,1880.93,933,0.34960,1.75044,4.728239e+14,9.456478e+14,1.260864e+15,4205.9349,3.598,4,0.5063,1.0000,coarse,B,2.5966,4.3780,512,319,0.623782,350.658637,CO(3-2),4862.6375,4215.728,star,17.937,2.511,13.991,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.0394,229.611119,231.451939,976562.5000,1840820312.5,2842.56,282,7.67013,38.35172,6.495389e+14,8.660519e+14,1.299078e+15,2766.3784,3.598,40,8.052,0.9997,fine,A,4.9500,5.6658,512,29,0.058480,230.781041,CO(2-1),243.0410,316.051,star,27.271,3.818,21.271,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.0394,231.618663,233.353038,15625000.0000,1734375000.0,2842.56,282,1.28788,6.43958,1.745009e+15,3.490019e+15,4.653359e+15,2789.8302,3.598,4,0.5075,1.0000,coarse,B,3.2028,3.9270,512,78,0.153996,232.384288,CO(2-1),1846.2880,2400.920,star,27.041,3.786,21.092,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.0394,244.617868,246.352243,15625000.0000,1734375000.0,2842.56,282,1.37740,6.88722,1.866312e+15,3.732623e+15,4.976831e+15,2945.8207,3.598,4,0.5359,1.0000,coarse,B,2.4208,4.6650,512,454,0.886940,244.852243,CS(5-4),-83.7571,-102.515,star,25.609,3.585,19.975,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,6,A002_Xc66ce1_Xaa9,12.0394,246.617746,248.352121,15625000.0000,1734375000.0,2842.56,282,1.62759,8.13819,2.205303e+15,4.410607e+15,5.880809e+15,2969.8192,3.598,4,0.5403,1.0000,coarse,B,2.4000,4.5519,512,441,0.861598,246.945871,CS(5-4),2009.8712,2460.007,star,25.402,3.556,19.814,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.0394,333.087349,334.915474,15625000.0000,1828125000.0,1360.80,135,4.44880,22.49108,6.094676e+15,1.218935e+16,1.625247e+16,4008.0169,3.598,5,0.3491,1.0000,coarse,B,3.1794,4.8140,512,99,0.194932,333.962349,CO(3-2),-11833.6510,-10259.342,star,18.822,2.635,14.682,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.0394,335.045349,336.873474,15625000.0000,1828125000.0,1360.80,135,3.88758,19.65636,5.326519e+15,1.065304e+16,1.420405e+16,4031.5129,3.598,5,0.3511,1.0000,coarse,B,3.3077,4.3542,512,69,0.136452,335.732849,CO(3-2),-10063.1510,-8724.383,star,18.713,2.620,14.596,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.0394,345.316593,346.237003,488281.2500,920410156.2,1360.80,135,29.65210,150.02616,1.270449e+15,1.693933e+15,2.540899e+15,4149.3216,3.598,132,11.56,0.9970,fine,A,4.7280,5.7366,512,171,0.335283,345.318058,CO(3-2),-477.9419,-414.358,star,18.181,2.545,14.182,512,20260825,False,False,
HR 1010 Gaia DR3 4722135642226902656,HR 1010  Gaia DR3 4722135642226902656,7,A002_Xc6141c_X3af0,12.0394,347.045345,348.873470,15625000.0000,1828125000.0,1360.80,135,4.62233,23.39039,6.338374e+15,1.267675e+16,1.690233e+16,4175.5129,3.598,6,0.3637,1.0000,coarse,B,3.0594,4.4866,512,189,0.370370,347.342220,CO(3-2),1546.2202,1340.516,star,18.067,2.529,14.093,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,3,A002_Xc9831a_X443,12.4669,89.627387,91.361762,15625000.0000,1734375000.0,3084.48,1530,0.10787,0.53941,1.567354e+14,3.134708e+14,4.179611e+14,1207.1976,3.999,3,0.2383,1.0000,coarse,B,2.7477,4.6084,512,219,0.428850,90.330512,HCO+(1-0),1141.5125,3836.985,star,69.471,9.726,54.187,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,3,A002_Xc9831a_X443,12.4669,91.564887,93.299262,15625000.0000,1734375000.0,3084.48,1530,0.10694,0.53472,1.553721e+14,3.107442e+14,4.143256e+14,1233.0439,3.999,3,0.2434,1.0000,coarse,B,2.8909,4.2621,512,160,0.313840,92.564887,HCO+(1-0),3375.8875,11347.426,star,68.015,9.522,53.051,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,3,A002_Xc9831a_X443,12.4669,101.627387,103.361762,15625000.0000,1734375000.0,3084.48,1530,0.10780,0.53902,1.566227e+14,3.132454e+14,4.176605e+14,1367.2776,3.999,3,0.2699,1.0000,coarse,B,2.0922,4.4551,512,483,0.943470,102.486762,CN(1-0),-11004.2375,-29068.273,star,61.337,8.587,47.843,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,3,A002_Xc9831a_X443,12.4669,103.627387,105.361762,15625000.0000,1734375000.0,3084.48,1530,0.10977,0.54891,1.594954e+14,3.189907e+14,4.253210e+14,1393.9576,3.999,3,0.2752,1.0000,coarse,B,2.7203,4.5456,512,205,0.401559,104.424262,CN(1-0),-9066.7375,-23950.265,star,60.163,8.423,46.927,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,223.078125,224.921875,31250000.0000,1843750000.0,3219.55,1597,1.74895,8.74493,5.082007e+15,6.776009e+15,1.016401e+16,2988.1600,3.999,3,0.3079,1.0000,coarse,B,3.1114,4.1349,512,65,0.128655,224.828125,13CO(2-1),4429.1250,6024.611,star,28.066,3.929,21.891,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,225.078125,226.921875,31250000.0000,1843750000.0,3219.55,1597,1.62456,8.12300,4.720582e+15,6.294109e+15,9.441163e+15,3014.8400,3.999,3,0.3106,1.0000,coarse,B,1.8242,3.8444,512,503,0.982456,226.203125,CO(2-1),-4334.8750,-5637.087,star,27.817,3.894,21.698,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,239.078125,240.921875,31250000.0000,1843750000.0,3219.55,1597,1.78451,8.92279,5.185367e+15,6.913822e+15,1.037073e+16,3201.6000,3.999,3,0.3298,1.0000,coarse,B,2.4790,4.0370,512,299,0.584795,239.484375,CS(5-4),-5451.6250,-6672.584,star,26.195,3.667,20.432,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,6,A002_X12a8fc8_X10b8,12.4669,241.078125,242.921875,31250000.0000,1843750000.0,3219.55,1597,1.89007,9.45063,5.492115e+15,7.322820e+15,1.098423e+16,3228.2800,3.999,3,0.3326,1.0000,coarse,B,2.7049,4.3625,512,252,0.493177,242.453125,CS(5-4),-2482.8750,-3038.946,star,25.978,3.637,20.263,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,333.727377,335.461752,15625000.0000,1734375000.0,3798.14,628,0.22748,1.13786,3.306265e+14,6.612531e+14,8.816707e+14,4463.4915,3.999,6,1.085,1.0000,coarse,B,3.5649,4.2858,512,32,0.064327,334.977377,CO(3-2),-10818.6227,-9379.349,star,18.789,2.630,14.655,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,335.622877,337.357252,15625000.0000,1734375000.0,3798.14,628,0.19655,0.98314,2.856690e+14,5.713380e+14,7.617840e+14,4488.7775,3.999,6,1.091,1.0000,coarse,B,2.4270,4.6506,512,446,0.871345,337.185377,CO(3-2),-8610.6227,-7465.094,star,18.683,2.616,14.573,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,345.732016,347.457114,488281.2500,1725097656.2,2782.08,460,1.26733,6.33930,5.756259e+13,1.151252e+14,1.535002e+14,4623.5715,3.999,138,26.34,0.9987,fine,A,4.2670,5.7201,512,488,0.953216,346.216879,CO(3-2),420.8792,364.887,star,18.139,2.539,14.148,512,20260825,False,False,
TRAPPIST-1,TRAPPIST-1,7,A002_Xcccc19_X5564,12.4669,347.622877,349.357252,15625000.0000,1734375000.0,3798.14,628,0.23850,1.19302,3.466548e+14,6.933096e+14,9.244129e+14,4648.8575,3.999,6,1.13,1.0000,coarse,B,2.2326,4.5987,512,489,0.955166,349.091627,CO(3-2),3295.6273,2857.188,star,18.040,2.526,14.071,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,226.302308,228.027406,488281.2500,1725097656.2,2388.96,395,0.87625,4.38131,4.043922e+13,8.087844e+13,1.078379e+14,2725.9783,3.598,68,13.34,0.9995,fine,A,4.4156,6.0574,512,277,0.541910,226.469788,CO(2-1),-4068.2115,-5290.317,star,27.675,3.874,21.586,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,229.195064,230.920162,488281.2500,1725097656.2,2388.96,395,0.84705,4.23532,3.909171e+13,7.818343e+13,1.042446e+14,2760.6914,3.598,69,13.51,0.9995,fine,A,4.5267,5.6553,512,241,0.471735,230.534908,CO(2-1),-3.0923,-4.021,star,27.327,3.826,21.315,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,242.188031,243.922406,15625000.0000,1734375000.0,2896.99,479,0.15747,0.78736,2.325530e+14,4.651060e+14,6.201413e+14,2916.6626,3.598,4,0.5408,1.0000,coarse,B,2.2441,4.1252,512,447,0.873294,242.938031,CS(5-4),-1997.9695,-2445.440,star,25.865,3.621,20.175,512,20260825,False,False,
HD 69830,HD 69830,6,A002_Xcbb583_Xb78,12.5692,244.187662,245.922037,15625000.0000,1734375000.0,2896.99,479,0.17105,0.85529,2.526166e+14,5.052332e+14,6.736443e+14,2940.6582,3.598,4,0.5452,1.0000,coarse,B,2.9324,4.4499,512,161,0.315789,244.593912,CS(5-4),-342.0879,-418.703,star,25.654,3.592,20.010,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X1207c39_X9417,12.5692,321.166506,321.274172,244140.6250,107666015.6,2903.04,480,3.74830,18.74228,8.649498e+13,1.153266e+14,1.729900e+14,3854.6441,3.598,275,45.84,0.9963,fine,A,4.4203,5.6870,512,217,0.424951,321.225344,CO(3-2),-24570.6561,-21301.858,star,19.571,2.740,15.266,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X1207c39_X9417,12.5692,322.406000,322.513666,244140.6250,107666015.6,2903.04,480,5.07662,25.38421,1.171473e+14,1.561964e+14,2.342945e+14,3869.5180,3.598,276,46.01,0.9962,fine,A,4.3987,5.7406,512,248,0.485380,322.428461,CO(3-2),-23367.5389,-20258.800,star,19.496,2.729,15.207,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X1207c39_X9417,12.5692,332.582766,334.410891,15625000.0000,1828125000.0,5273.86,872,0.25704,1.28524,3.796052e+14,7.592105e+14,1.012281e+15,4001.9619,3.598,6,1.351,1.0000,coarse,B,2.1909,4.5289,512,494,0.964912,333.660891,CO(3-2),-12135.1093,-10520.695,star,18.851,2.639,14.704,512,20260825,False,False,
HD 69830,HD 69830,7,A002_X1207c39_X9417,12.5692,335.336092,335.443758,244140.6250,107666015.6,2903.04,480,2.55445,12.77282,5.894615e+13,7.859487e+13,1.178923e+14,4024.6791,3.598,287,47.86,0.9959,fine,A,4.7990,5.8762,512,56,0.111111,335.424715,CO(3-2),-10371.2848,-8991.524,star,18.745,2.624,14.621,512,20260825,False,False,
CD-38 10980,CD-38 10980,6,A002_Xe5808e_X80a1,12.9080,223.085938,224.914062,15625000.0000,1828125000.0,616.90,306,0.28539,1.42696,4.444911e+14,8.889823e+14,1.185310e+15,2688.0000,3.598,2,0.1061,1.0000,coarse,B,3.8715,4.0824,512,3,0.007797,223.726562,13CO(2-1),3327.5625,4526.237,star,28.066,3.929,21.891,512,20260825,False,False,
CD-38 10980,CD-38 10980,6,A002_Xe5808e_X80a1,12.9080,225.085938,226.914062,15625000.0000,1828125000.0,616.90,306,0.26552,1.32760,4.135406e+14,8.270812e+14,1.102775e+15,2712.0000,3.598,2,0.1071,1.0000,coarse,B,1.8871,4.4635,512,496,0.968811,225.273438,13CO(2-1),4874.4375,6630.337,star,27.817,3.894,21.698,512,20260825,False,False,
CD-38 10980,CD-38 10980,6,A002_Xe5808e_X80a1,12.9080,239.085938,240.914063,15625000.0000,1828125000.0,616.90,306,0.29135,1.45673,4.537641e+14,9.075282e+14,1.210038e+15,2880.0000,3.598,2,0.1137,1.0000,coarse,B,2.6761,4.1455,512,179,0.350877,240.148438,CS(5-4),-4787.5625,-5859.797,star,26.195,3.667,20.432,512,20260825,False,False,
CD-38 10980,CD-38 10980,6,A002_Xe5808e_X80a1,12.9080,241.085938,242.914063,15625000.0000,1828125000.0,616.90,306,0.31212,1.56060,4.861181e+14,9.722362e+14,1.296315e+15,2904.0000,3.598,2,0.1147,1.0000,coarse,B,2.6142,4.5413,512,217,0.424951,241.929688,CS(5-4),-3006.3125,-3679.614,star,25.978,3.637,20.263,512,20260825,False,False,
LP 349-25,LP  349-25,3,A002_Xb9a2bb_X1899,14.1281,89.627387,91.361762,15625000.0000,1734375000.0,2649.02,1314,0.13783,0.68969,2.573651e+14,5.147302e+14,6.863069e+14,1085.9349,3.598,2,0.1841,1.0000,coarse,B,2.4580,4.3305,512,287,0.561404,91.080512,HCO+(1-0),1891.5125,6357.972,star,69.471,9.726,54.187,512,20260825,False,False,
LP 349-25,LP  349-25,3,A002_Xb9a2bb_X1899,14.1281,91.564887,93.299262,15625000.0000,1734375000.0,2649.02,1314,0.14266,0.71391,2.664046e+14,5.328093e+14,7.104124e+14,1109.1849,3.598,2,0.188,1.0000,coarse,B,2.3464,4.2796,512,327,0.639376,92.580512,HCO+(1-0),3391.5125,11399.947,star,68.015,9.522,53.051,512,20260825,False,False,
LP 349-25,LP  349-25,3,A002_Xb9a2bb_X1899,14.1281,101.627387,103.361762,15625000.0000,1734375000.0,2649.02,1314,0.13974,0.69943,2.610006e+14,5.220012e+14,6.960016e+14,1229.9349,3.598,2,0.2085,1.0000,coarse,B,2.3493,4.9596,512,331,0.647173,102.408637,CN(1-0),-11082.3625,-29274.645,star,61.337,8.587,47.843,512,20260825,False,False,
LP 349-25,LP  349-25,3,A002_Xb9a2bb_X1899,14.1281,103.627387,105.361762,15625000.0000,1734375000.0,2649.02,1314,0.14068,0.70416,2.627661e+14,5.255322e+14,7.007096e+14,1253.9349,3.598,2,0.2126,1.0000,coarse,B,2.6002,4.4886,512,217,0.424951,105.002387,CN(1-0),-8488.6125,-22423.117,star,60.163,8.423,46.927,512,20260825,False,False,
GJ14 Gaia DR3 383426372059603712,GJ14  Gaia DR3 383426372059603712,6,A002_Xcf196f_Xabc5,14.6876,226.361799,228.086896,488281.2500,1725097656.2,2812.32,465,2.12555,10.62809,1.339485e+14,2.678970e+14,3.571960e+14,2726.6922,3.598,74,15.7,0.9995,fine,A,4.2580,5.6599,512,419,0.818713,227.633283,CO(2-1),-2904.7169,-3777.305,star,27.667,3.873,21.581,512,20260825,False,False,
GJ14 Gaia DR3 383426372059603712,GJ14  Gaia DR3 383426372059603712,6,A002_Xcf196f_Xabc5,14.6876,229.252975,230.978073,488281.2500,1725097656.2,2812.32,465,1.91477,9.57415,1.206654e+14,2.413309e+14,3.217745e+14,2761.3863,3.598,75,15.9,0.9995,fine,A,4.6210,6.0627,512,163,0.319688,229.485886,CO(2-1),-1052.1145,-1368.174,star,27.320,3.825,21.309,512,20260825,False,False,
GJ14 Gaia DR3 383426372059603712,GJ14  Gaia DR3 383426372059603712,6,A002_Xcf196f_Xabc5,14.6876,242.249214,243.983589,15625000.0000,1734375000.0,3320.35,549,0.37174,1.85875,7.496431e+14,1.499286e+15,1.999048e+15,2917.3968,3.598,4,0.62,1.0000,coarse,B,3.0198,4.5624,512,146,0.286550,242.796089,CS(5-4),-2139.9113,-2619.171,star,25.859,3.620,20.170,512,20260825,False,False,
GJ14 Gaia DR3 383426372059603712,GJ14  Gaia DR3 383426372059603712,6,A002_Xcf196f_Xabc5,14.6876,244.249349,245.983724,15625000.0000,1734375000.0,3320.35,549,0.38906,1.94535,7.845676e+14,1.569135e+15,2.092180e+15,2941.3984,3.598,4,0.6251,1.0000,coarse,B,2.7799,4.7955,512,229,0.448343,244.421224,CS(5-4),-514.7763,-630.067,star,25.648,3.591,20.005,512,20260825,False,False,
LHS 1140,LHS 1140,6,A002_Xd9d7c7_X6fd2,14.9636,212.084500,213.912625,15625000.0000,1828125000.0,2600.64,258,1.70288,8.51442,3.564177e+15,7.128354e+15,9.504472e+15,2555.9828,3.598,4,0.4254,1.0000,coarse,B,2.7802,3.9684,512,207,0.405458,212.147000,SiO(5-4),-4957.9997,-6846.323,star,29.515,4.132,23.022,512,20260825,False,False,
LHS 1140,LHS 1140,6,A002_Xd9d7c7_X6fd2,14.9636,214.084487,215.912612,15625000.0000,1828125000.0,2600.64,258,1.59890,7.99450,3.346536e+15,6.693071e+15,8.924095e+15,2579.9826,3.598,4,0.4294,1.0000,coarse,B,2.7089,4.5563,512,304,0.594542,215.537612,SiO(5-4),-1567.3883,-2164.350,star,29.241,4.094,22.808,512,20260825,False,False,
LHS 1140,LHS 1140,6,A002_Xd9d7c7_X6fd2,14.9636,227.084439,228.912564,15625000.0000,1828125000.0,2590.56,257,1.58234,7.91168,3.311867e+15,6.623734e+15,8.831645e+15,2735.9820,3.598,4,0.4536,1.0000,coarse,B,2.5459,4.3384,512,334,0.653021,228.693814,CO(2-1),-1844.1860,-2398.186,star,27.574,3.860,21.507,512,20260825,False,False,
LHS 1140,LHS 1140,6,A002_Xd9d7c7_X6fd2,14.9636,229.078335,230.918668,488281.2500,1840332031.2,2600.64,258,9.53505,47.67523,6.236590e+14,1.247318e+15,1.663091e+15,2759.9820,3.598,79,14.7,0.9987,fine,A,5.0506,5.8116,512,23,0.046784,230.635464,CO(2-1),97.4644,126.743,star,27.334,3.827,21.320,512,20260825,True,False,
HD 38858 Gaia DR3 3023711269067191296,HD 38858  Gaia DR3 3023711269067191296,6,A002_Xc20718_X2fcf,15.2104,229.609322,231.449654,488281.2500,1840332031.2,2782.08,276,13.58759,67.93793,9.182760e+14,1.836552e+15,2.448736e+15,2766.3539,3.598,84,15.76,0.9987,fine,A,4.3452,6.1812,512,414,0.808967,229.831490,,,,star,27.271,3.818,21.271,512,20260825,False,False,
HD 38858 Gaia DR3 3023711269067191296,HD 38858  Gaia DR3 3023711269067191296,6,A002_Xb0be8b_X785f,15.2104,229.637299,231.362397,488281.2500,1725097656.2,90.72,15,10.30222,51.51241,6.962621e+14,1.392524e+15,1.856699e+15,2765.9982,3.598,3,0.5139,0.9995,fine,A,3.8682,5.0868,512,154,0.302144,229.691498,CO(2-1),-846.5017,-1100.794,star,27.274,3.818,21.274,512,20260825,False,False,
HD 38858 Gaia DR3 3023711269067191296,HD 38858  Gaia DR3 3023711269067191296,6,A002_Xb0be8b_X785f,15.2104,231.587797,233.322172,15625000.0000,1734375000.0,20.74,36,1.46818,7.34110,3.175206e+15,6.350412e+15,8.467217e+15,2789.4598,3.598,2,0.003702,1.0000,coarse,B,1.7989,4.2537,512,500,0.976608,232.572172,CO(2-1),2034.1723,2645.245,star,27.045,3.786,21.095,512,20260825,False,False,
HD 38858 Gaia DR3 3023711269067191296,HD 38858  Gaia DR3 3023711269067191296,6,A002_Xb0be8b_X785f,15.2104,244.085377,245.819752,15625000.0000,1734375000.0,20.74,36,1.64800,8.24022,3.564099e+15,7.128198e+15,9.504263e+15,2939.4308,3.598,2,0.003901,1.0000,coarse,B,2.1923,4.7210,512,396,0.773879,244.694752,CS(5-4),-241.2478,-295.278,star,25.665,3.593,20.019,512,20260825,False,False,
HD 38858 Gaia DR3 3023711269067191296,HD 38858  Gaia DR3 3023711269067191296,6,A002_Xb0be8b_X785f,15.2104,246.084990,247.819365,15625000.0000,1734375000.0,20.74,36,1.83603,9.18042,3.970758e+15,7.941516e+15,1.058869e+16,2963.4261,3.598,2,0.003933,1.0000,coarse,B,2.2442,3.9622,512,382,0.746589,246.866240,CS(5-4),1930.2399,2362.541,star,25.457,3.564,19.857,512,20260825,False,False,
HD 207129 Gaia DR3 6564091190988411520,HD 207129  Gaia DR3 6564091190988411520,6,A002_Xc19d6f_X19ce,15.5590,229.641448,231.481780,488281.2500,1840332031.2,2872.80,285,10.77323,53.86626,7.618312e+14,1.523662e+15,2.031550e+15,2766.7394,3.598,86,16.28,0.9987,fine,A,4.0648,5.9872,512,507,0.990253,231.278167,CO(2-1),740.1669,962.516,star,27.267,3.817,21.268,512,20260825,False,False,
HD 207129 Gaia DR3 6564091190988411520,HD 207129  Gaia DR3 6564091190988411520,6,A002_Xc19d6f_X19ce,15.5590,231.647944,233.382319,15625000.0000,1734375000.0,2872.80,285,1.71811,8.59055,3.887879e+15,7.775757e+15,1.036768e+16,2790.1816,3.598,4,0.513,1.0000,coarse,B,2.8283,4.6914,512,240,0.469786,232.429194,CO(2-1),1891.1943,2459.316,star,27.038,3.785,21.090,512,20260825,False,False,
HD 207129 Gaia DR3 6564091190988411520,HD 207129  Gaia DR3 6564091190988411520,6,A002_Xc19d6f_X19ce,15.5590,244.148758,245.883133,15625000.0000,1734375000.0,2872.80,285,1.78159,8.90797,4.031535e+15,8.063070e+15,1.075076e+16,2940.1913,3.598,4,0.5406,1.0000,coarse,B,3.3168,4.2756,512,79,0.155945,245.211258,CS(5-4),275.2578,336.905,star,25.658,3.592,20.014,512,20260825,False,False,
HD 207129 Gaia DR3 6564091190988411520,HD 207129  Gaia DR3 6564091190988411520,6,A002_Xc19d6f_X19ce,15.5590,246.148888,247.883263,15625000.0000,1734375000.0,2872.80,285,2.23454,11.17274,5.056519e+15,1.011304e+16,1.348405e+16,2964.1929,3.598,4,0.545,1.0000,coarse,B,3.5288,4.2156,512,21,0.042885,247.195763,CS(5-4),2259.7630,2765.865,star,25.451,3.563,19.852,512,20260825,False,False,
HD 23484 Gaia DR3 4856592239127350400,HD 23484  Gaia DR3 4856592239127350400,6,A002_X10b0d7d_X323f,16.1696,214.574214,216.402339,15625000.0000,1828125000.0,2751.84,273,2.09571,10.47869,5.121974e+15,1.024395e+16,1.365860e+16,2585.8593,3.598,4,0.4554,1.0000,coarse,B,2.3179,4.5590,512,433,0.846004,214.636714,SiO(5-4),-2468.2857,-3408.367,star,29.174,4.084,22.756,512,20260825,False,False,
